Player,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,xG,npxG,SCA,GCA,match,score,team,team_goals,conceded_goals,win,tie,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Medium-Cmp,Medium-Att,Long-Cmp,Long-Att,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Tackles-Tkl,Tackles-TklW,Challenges-Tkl,Challenges-Att,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Clr,Err,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Take-Ons-Att,Take-Ons-Succ,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,Aerial Duels-Won,Aerial Duels-Lost,SoTA,GA,Saves,PSxG,Launched-Cmp,Launched-Att,Passes-Att (GK),Passes-Thr,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Sweeper-#OPA,Sweeper-AvgDist,puntaje_modelo,figura,puntaje,fecha
Jonathan Herrera,FW,82,0,0,0,0,2,2,0.2,0.2,5,2,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,172,71,7,9,2,5,2,2,0.0,0.0,0,1,0,0,2,17,15,2,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,2,0,2,5,9,20,7,7,4,18,134,49,3,3,1,2,3,25,10,0,0,0,0,2,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.487642194201029,False,7.0,7
Maximiliano Brito,FW,8,0,0,0,0,0,0,0.0,0.0,0,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,6,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,2,2,3,0,1,1,4,12,5,0,0,0,1,1,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2217939913742075,False,4.0,7
Antony Alonso,FW,62,1,0,0,0,2,1,0.3,0.3,2,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,144,58,3,4,4,4,0,0,0.0,0.0,0,1,1,0,3,11,11,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,12,8,3,2,1,11,33,6,0,0,0,2,1,16,4,0,0,0,0,0,2,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.572278913115758,False,11.0,7
Jonathan Goya,CM,28,0,0,0,0,0,0,0.0,0.0,1,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,44,13,3,3,1,1,0,0,0.0,0.0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,1,1,0,2,1,1,0,3,0,3,6,6,4,0,2,0,3,9,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.466830476526717,False,6.0,7
Brían Sánchez,CM,56,0,0,0,0,1,0,0.2,0.2,1,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,173,28,3,5,8,10,0,0,0.0,0.0,0,1,0,0,1,18,17,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0,3,21,6,2,1,0,15,98,24,1,2,1,1,1,16,1,0,0,0,2,2,0,0,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.356036000306665,False,6.0,7
Gonzalo Bravo,FW,34,1,0,0,0,1,1,0.1,0.1,1,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,112,71,4,5,2,5,1,1,0.1,0.1,1,1,1,0,3,11,11,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3,0,0,5,8,7,1,3,3,5,23,2,0,0,0,1,0,9,2,0,0,0,0,0,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.776630559795179,True,15.0,7
Pablo Monje,CM,90,0,0,0,0,0,0,0.0,0.0,3,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,379,205,8,10,9,16,3,9,0.2,0.4,3,2,1,1,0,38,33,4,1,0,0,6,0,3,4,4,3,4,1,2,1,1,3,2,0,3,16,28,10,0,0,0,10,65,44,1,0,0,3,1,14,1,0,0,0,1,0,0,0,0,0,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4399854999552675,False,7.0,7
Milton Céliz,CM,82,0,0,0,0,2,0,0.1,0.1,0,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,234,134,7,8,7,12,1,4,0.0,0.0,0,2,1,0,4,28,28,0,0,0,0,1,0,0,5,2,3,7,4,0,0,0,1,0,0,0,3,26,12,2,3,0,11,46,14,1,0,1,1,3,21,4,1,0,0,3,0,0,0,0,0,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.542209236311279,False,5.0,7
Walter Rodríguez,CM,8,0,0,0,0,0,0,0.0,0.0,0,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.244017969544994,False,6.0,7
Pedro Ramírez,FB,90,0,0,0,0,0,0,0.0,0.0,0,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,572,229,12,15,10,12,6,9,0.0,0.0,0,4,2,1,8,38,33,5,0,0,0,2,5,0,3,2,1,3,2,0,0,0,1,4,0,5,13,25,15,2,1,1,15,126,72,3,2,1,5,0,24,5,0,0,0,0,0,0,0,0,0,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.780099380581312,False,9.0,7
Nicolás Caro,CB,90,0,0,0,0,0,0,0.0,0.0,0,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,298,202,4,5,7,9,2,3,0.0,0.0,0,1,0,0,1,18,17,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,11,0,11,21,13,0,0,0,0,4,34,15,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28480897591004,False,9.0,7
Alan Barrionuevo,CB,90,0,0,0,0,2,2,0.1,0.1,1,1,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,534,403,6,6,14,16,4,5,0.0,0.0,0,6,0,0,6,28,26,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,10,0,9,22,18,2,2,0,0,7,72,33,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.586360893505559,False,10.0,7
Nicolás Sansotre,CB,90,0,0,0,0,0,0,0.0,0.0,1,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,266,102,6,7,7,9,1,10,0.0,0.1,0,5,1,1,5,27,26,1,0,0,1,2,1,0,1,0,1,2,1,1,0,1,1,6,0,9,20,19,4,1,3,1,9,64,32,1,0,0,1,0,16,2,0,0,0,1,0,0,0,0,0,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.256526958113755,False,9.0,7
Jonatan Goitía,FB,90,0,0,0,0,0,0,0.0,0.0,2,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,314,95,12,13,4,6,2,4,0.3,0.2,3,0,1,1,2,26,21,5,0,0,0,3,5,0,5,3,4,6,2,3,1,2,0,1,0,3,9,20,15,2,2,0,10,32,4,0,2,0,2,2,18,5,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9201776555812335,False,9.0,7
Ignacio Arce,GK,90,0,0,0,0,0,0,0.0,0.0,0,0,Deportivo Riestra - Arg Juniors,2–0,Deportivo Riestra,2,0,True,False,817,766,1,1,5,5,14,26,0.0,0.0,0,6,0,0,0,32,25,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,34,1,0,0,0,0,16,137,41,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,2.0,0.0,2.0,0.3,10.0,22.0,29.0,3.0,47.7,3.0,65.7,26.0,4.0,1.0,12.0,7.529366130639275,False,11.0,7
Maximiliano Romero,FW,87,0,0,0,0,1,1,0.1,0.1,2,0,Deportivo Riestra - Arg Juniors,2–0,Arg Juniors,0,2,False,False,128,51,7,9,3,5,0,1,0.1,0.1,2,3,0,0,2,16,14,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,8,16,4,2,0,12,62,20,0,1,0,1,0,14,4,0,0,0,1,1,1,0,0,0,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.460017359228068,False,6.0,7
Tomás Molina,FW,3,0,0,0,0,0,0,0.0,0.0,0,0,Deportivo Riestra - Arg Juniors,2–0,Arg Juniors,0,2,False,False,7,0,1,3,0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,3,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.574671739919976,False,6.0,7
Nicolás Oróz,DM,45,0,0,0,0,0,0,0.0,0.0,2,0,Deportivo Riestra - Arg Juniors,2–0,Arg Juniors,0,2,False,False,551,88,10,10,10,13,5,9,0.0,0.0,0,2,0,0,2,34,32,2,1,0,1,3,0,1,3,1,1,1,0,0,0,0,0,0,0,0,2,27,13,0,7,3,34,158,17,0,0,0,1,2,33,3,0,0,0,1,2,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.126230674509597,False,6.0,7
Román Vega,CB,45,0,0,0,0,0,0,0.0,0.0,1,0,Deportivo Riestra - Arg Juniors,2–0,Arg Juniors,0,2,False,False,581,132,10,14,15,17,3,8,0.1,0.0,1,2,3,1,2,42,37,5,2,0,2,7,2,1,2,0,1,2,1,1,0,1,0,2,0,2,16,18,15,2,1,0,32,255,146,1,2,0,0,0,30,6,0,0,0,0,1,0,0,0,0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01029192039063,False,6.0,7
Leonardo Heredia,W,68,0,0,0,0,1,1,0.0,0.0,0,0,Deportivo Riestra - Arg Juniors,2–0,Arg Juniors,0,2,False,False,180,66,10,10,4,5,0,0,0.0,0.1,0,2,1,0,3,19,18,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,2,15,15,1,1,0,21,131,36,1,0,0,2,3,22,5,0,0,0,0,1,0,0,0,0,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05158263802647,False,6.0,7
Alan Lescano,W,22,0,0,0,0,1,0,0.1,0.1,1,0,Deportivo Riestra - Arg Juniors,2–0,Arg Juniors,0,2,False,False,402,56,9,10,10,10,3,7,0.1,0.3,1,4,1,0,4,28,25,3,1,0,0,3,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,17,13,2,0,0,21,156,77,2,0,0,1,0,21,5,0,0,0,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.696770631690513,False,6.0,7
Gastón Verón,AM,90,0,0,0,0,3,0,0.2,0.2,1,0,Deportivo Riestra - Arg Juniors,2–0,Arg Juniors,0,2,False,False,244,44,6,8,5,7,2,6,0.1,0.1,1,0,1,1,1,23,23,0,0,1,0,2,0,0,3,2,2,4,2,1,0,1,0,0,0,0,0,14,21,3,5,3,28,162,78,2,1,0,2,1,25,5,0,0,0,1,0,0,0,0,0,4,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19158051419212,False,6.0,7
