Player,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,xG,npxG,SCA,GCA,match,score,team,team_goals,conceded_goals,win,tie,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Medium-Cmp,Medium-Att,Long-Cmp,Long-Att,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Tackles-Tkl,Tackles-TklW,Challenges-Tkl,Challenges-Att,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Clr,Err,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Take-Ons-Att,Take-Ons-Succ,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,Aerial Duels-Won,Aerial Duels-Lost,SoTA,GA,Saves,PSxG,Launched-Cmp,Launched-Att,Passes-Att (GK),Passes-Thr,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Sweeper-#OPA,Sweeper-AvgDist,puntaje_modelo,figura,puntaje,fecha
Alexis Cuello,FW,61,1,0,0,0,3,1,0.5,0.5,1,1,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,73,21,2,3,1,3,1,2,0.0,0.0,0,0,0,0,2,11,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,16,2,5,3,14,98,38,2,0,0,6,2,21,5,0,0,0,2,1,1,0,0,0,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.919481981316569,False,10.0,23
Andrés Vombergar,FW,29,0,0,0,0,1,0,0.2,0.2,0,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,59,12,1,1,2,5,0,0,0.0,0.0,0,0,1,0,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,5,11,1,0,0,0,2,2,9,1,0,0,0,0,1,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.602684791004054,False,6.0,23
Ivan Leguizamon,W,79,0,0,0,0,0,0,0.0,0.0,1,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,201,54,2,2,4,5,2,3,0.0,0.0,0,1,0,0,2,12,11,0,0,0,0,0,0,0,4,2,1,2,1,1,0,1,2,0,0,0,7,7,4,2,0,0,7,34,19,1,0,1,1,1,5,2,0,0,0,2,3,0,0,0,0,6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.244906106396294,False,6.0,23
Nahuel Barrios,W,11,0,0,0,0,0,0,0.0,0.0,2,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,56,18,2,2,1,1,0,0,0.0,0.1,1,0,0,0,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,0,3,9,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.554671845063162,False,6.0,23
Ezequiel Cerutti,W,90,0,0,0,0,0,0,0.0,0.0,8,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,314,138,6,12,7,8,3,5,0.4,0.3,3,1,4,3,3,30,29,1,0,0,0,7,1,0,2,2,0,1,1,1,0,1,0,0,0,0,8,18,18,1,6,4,23,179,83,3,1,0,4,2,26,4,0,0,0,0,3,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7167488342028445,False,7.0,23
Nahuel Bustos,AM,61,0,1,0,0,3,1,0.1,0.1,4,1,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,225,102,4,9,7,8,1,5,0.3,0.0,2,2,0,0,3,24,17,7,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,22,9,1,3,2,12,50,24,0,0,0,2,2,16,7,0,0,0,0,1,0,0,0,0,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.463353355962883,False,7.0,23
Iker Muniain,AM,29,0,0,0,0,0,0,0.0,0.0,0,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,142,28,9,10,2,4,0,1,0.0,0.0,0,1,0,0,2,18,16,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,13,6,0,1,1,10,45,19,0,1,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.816891174613779,False,6.0,23
Santiago Sosa,DM,90,0,0,0,0,4,0,0.1,0.1,0,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,168,42,7,8,5,5,0,0,0.0,0.0,0,2,0,0,2,13,13,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,0,3,5,13,6,2,1,0,6,21,2,0,0,0,1,0,9,0,0,0,0,2,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.157696204695183,False,6.0,23
Eric Remedi,DM,90,0,0,0,0,0,0,0.0,0.0,3,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,486,222,13,16,11,13,3,8,0.0,0.0,1,3,0,0,6,38,37,1,1,0,0,0,0,0,4,3,1,3,2,4,2,2,0,3,0,5,12,32,8,0,0,0,20,103,44,1,0,0,3,1,25,0,0,0,0,2,4,0,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.311641076637363,False,6.0,23
Elías Báez,FB,90,0,0,0,0,0,0,0.0,0.0,1,0,San Lorenzo - Racing Club,1–2,San Lorenzo,1,2,False,False,331,235,7,10,7,11,2,4,0.0,0.0,0,2,0,0,2,28,18,10,1,0,0,2,9,0,6,3,5,7,2,2,0,2,3,3,0,5,13,19,10,0,0,0,12,52,5,0,2,0,1,1,13,5,1,0,0,1,0,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9603526845456445,False,4.0,23
