Player,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,xG,npxG,SCA,GCA,match,score,team,team_goals,conceded_goals,win,tie,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Medium-Cmp,Medium-Att,Long-Cmp,Long-Att,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Tackles-Tkl,Tackles-TklW,Challenges-Tkl,Challenges-Att,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Clr,Err,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Take-Ons-Att,Take-Ons-Succ,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,Aerial Duels-Won,Aerial Duels-Lost,SoTA,GA,Saves,PSxG,Launched-Cmp,Launched-Att,Passes-Att (GK),Passes-Thr,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Sweeper-#OPA,Sweeper-AvgDist,puntaje_modelo,figura,puntaje,fecha
Maximiliano Romero,FW,61,0,0,0,0,0,0,0.0,0.0,1.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,143.0,22.0,4.0,5.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.0,12.0,1.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2,2.0,3.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0,9.0,7.0,2.0,0.0,0.0,10.0,41.0,22.0,1.0,0.0,0.0,1.0,0.0,13.0,3.0,0,0,0,0,1,2,0.0,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.106590505458526,False,6.0,6
Emiliano Viveros,FW,29,0,0,0,0,0,0,0.0,0.0,2.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,175.0,64.0,5.0,10.0,6.0,12.0,0.0,2.0,0.0,0.1,1.0,0.0,1.0,1.0,0.0,24.0,18.0,6.0,0.0,0.0,0.0,8,4.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,25.0,0.0,3.0,0.0,13.0,121.0,6.0,0.0,1.0,0.0,2.0,1.0,16.0,11.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6963444530317515,False,6.0,6
Nicolás Oróz,W,90,0,0,0,0,2,0,0.0,0.0,7.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,650.0,203.0,13.0,16.0,10.0,14.0,8.0,12.0,0.1,0.2,4.0,6.0,1.0,0.0,9.0,50.0,44.0,6.0,1.0,0.0,1.0,7,1.0,4.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,3.0,31.0,23.0,2.0,4.0,2.0,33.0,157.0,52.0,1.0,1.0,0.0,0.0,1.0,37.0,5.0,0,0,0,0,3,1,0.0,0.0,0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6099696857432155,False,7.0,6
Alan Lescano,W,77,0,0,0,0,1,1,0.0,0.0,4.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,355.0,69.0,4.0,5.0,9.0,9.0,3.0,4.0,0.1,0.0,3.0,2.0,1.0,0.0,3.0,22.0,20.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,2.0,14.0,12.0,0.0,1.0,1.0,20.0,88.0,49.0,1.0,0.0,0.0,0.0,2.0,21.0,2.0,0,0,0,0,4,0,0.0,0.0,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.303729784200981,False,6.0,6
Leonardo Heredia,W,13,0,0,0,0,1,1,0.0,0.0,0.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.671356275023987,False,6.0,6
Gastón Verón,AM,90,0,0,0,0,6,0,0.6,0.6,7.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,338.0,112.0,7.0,10.0,8.0,9.0,3.0,4.0,0.1,0.1,2.0,4.0,2.0,0.0,7.0,28.0,24.0,4.0,2.0,0.0,0.0,2,0.0,0.0,2.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,19.0,24.0,8.0,1.0,0.0,24.0,96.0,34.0,3.0,1.0,1.0,6.0,5.0,28.0,12.0,0,0,0,0,2,3,0.0,0.0,0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.006604071236585,False,6.0,6
Juan Cardozo,DM,61,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,505.0,128.0,16.0,17.0,14.0,18.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,40.0,36.0,2.0,2.0,0.0,0.0,0,0.0,0.0,1.0,1,1.0,2.0,1.0,2.0,0.0,2.0,1,1.0,0.0,1.0,10.0,34.0,4.0,0.0,0.0,0.0,27.0,62.0,29.0,0.0,1.0,0.0,1.0,2.0,31.0,1.0,0,0,0,2,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.784689026653286,False,6.0,6
Francis Mac Allister,DM,29,0,0,0,0,3,0,0.0,0.0,0.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,447.0,148.0,12.0,14.0,10.0,12.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,32.0,32.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2.0,1,1.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,2.0,7.0,21.0,11.0,1.0,0.0,0.0,20.0,45.0,23.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0,0,0,0,0,0,0.0,0.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.881342650309837,False,6.0,6
Alan Rodríguez,DM,45,0,0,0,0,1,0,0.0,0.0,0.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,180.0,69.0,2.0,2.0,5.0,6.0,2.0,2.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,1.0,2.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2.0,9.0,8.0,1.0,0.0,0.0,6.0,30.0,18.0,0.0,1.0,0.0,2.0,1.0,10.0,2.0,0,0,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.727473468803101,False,6.0,6
Mateo Díaz Chaves,DM,45,0,0,0,0,1,0,0.1,0.1,2.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,102.0,18.0,6.0,7.0,2.0,3.0,0.0,1.0,0.1,0.1,1.0,0.0,1.0,0.0,2.0,13.0,12.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.0,15.0,3.0,3.0,1.0,11.0,58.0,29.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,0,0,0,1,0,1,0.0,0.0,0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.922105606991064,False,6.0,6
Sebastián Prieto,FB,90,0,0,0,0,3,0,0.1,0.1,5.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,1109.0,245.0,7.0,12.0,28.0,31.0,11.0,21.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,72.0,59.0,12.0,2.0,0.0,0.0,5,10.0,0.0,1.0,1,0.0,0.0,0.0,2.0,0.0,2.0,2,4.0,0.0,3.0,21.0,46.0,18.0,0.0,0.0,0.0,44.0,196.0,76.0,3.0,2.0,0.0,1.0,0.0,48.0,4.0,0,0,0,1,0,0,0.0,0.0,0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.172891275997114,False,6.0,6
Jonathan Galván,CB,90,0,0,0,0,1,0,0.0,0.0,2.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,2021.0,818.0,12.0,14.0,45.0,48.0,25.0,34.0,0.0,0.1,1.0,7.0,1.0,0.0,13.0,97.0,94.0,2.0,2.0,0.0,0.0,0,0.0,0.0,2.0,1,1.0,3.0,2.0,3.0,3.0,0.0,1,1.0,0.0,7.0,38.0,63.0,1.0,1.0,0.0,0.0,72.0,422.0,231.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0,0,0,3,0,0,0.0,0.0,0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938840336974272,False,6.0,6
Francisco Álvarez,CB,90,0,0,0,0,2,0,0.0,0.0,2.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,1847.0,577.0,28.0,30.0,48.0,52.0,13.0,17.0,0.0,0.0,0.0,6.0,1.0,1.0,7.0,107.0,103.0,3.0,1.0,0.0,0.0,3,2.0,0.0,5.0,5,1.0,5.0,4.0,0.0,0.0,0.0,1,2.0,0.0,6.0,28.0,79.0,12.0,2.0,1.0,1.0,59.0,212.0,126.0,3.0,3.0,0.0,2.0,1.0,80.0,0.0,0,0,0,0,2,0,0.0,0.0,0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.704359903304785,False,7.0,6
Thiago Santamaría,FB,83,0,0,0,0,0,0,0.0,0.0,2.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,748.0,180.0,23.0,28.0,18.0,29.0,5.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,73.0,51.0,22.0,2.0,0.0,1.0,13,20.0,0.0,1.0,0,1.0,3.0,2.0,2.0,0.0,2.0,0,1.0,0.0,0.0,15.0,33.0,35.0,1.0,1.0,0.0,40.0,261.0,169.0,4.0,3.0,1.0,0.0,0.0,47.0,12.0,0,0,0,0,1,0,0.0,0.0,0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.626376228873651,False,6.0,6
Matías Perelló,FB,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,64.0,14.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0,46.0,25.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.636324858143856,False,6.0,6
Diego Matías Rodríguez,GK,90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Arg Juniors - Tigre,0–2,Arg Juniors,0,2,False,False,589.0,379.0,6.0,6.0,16.0,16.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,30.0,1.0,0.0,0.0,0.0,0.0,19.0,71.0,35.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,3.0,2.0,1.0,1.4,2.0,4.0,25.0,4.0,25.8,5.0,20.8,2.0,0.0,0.0,14.3,5.278072929134711,False,5.0,6
