Player,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,xG,npxG,SCA,GCA,match,score,team,team_goals,conceded_goals,win,tie,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Medium-Cmp,Medium-Att,Long-Cmp,Long-Att,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Tackles-Tkl,Tackles-TklW,Challenges-Tkl,Challenges-Att,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Clr,Err,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Take-Ons-Att,Take-Ons-Succ,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,Aerial Duels-Won,Aerial Duels-Lost,SoTA,GA,Saves,PSxG,Launched-Cmp,Launched-Att,Passes-Att (GK),Passes-Thr,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Sweeper-#OPA,Sweeper-AvgDist,puntaje_modelo,figura,puntaje,fecha
Tiago Palacios,CB,90,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente Rivadavia,1,0,True,False,257,191,5,6,3,7,3,10,0.0,0.0,0,2,0,0,2,23,18,5,2,0,0,1,3,0,3,2,3,4,1,2,1,1,4,6,0,3,20,15,1,0,0,0,11,120,88,2,1,0,0,2,8,0,1,0,0,2,2,0,0,0,0,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.127815505273318,False,7.0,8
Bruno Bianchi,CB,90,0,0,0,0,1,0,0.1,0.1,0,0,Independiente Rivadavia - Independiente,1–0,Independiente Rivadavia,1,0,True,False,81,57,1,3,1,4,1,4,0.0,0.0,0,0,0,0,0,11,10,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,4,13,5,2,1,0,0,1,11,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699871815291832,False,9.0,8
Iván Villalba,CB,90,0,0,0,0,2,0,0.1,0.1,0,0,Independiente Rivadavia - Independiente,1–0,Independiente Rivadavia,1,0,True,False,145,114,1,2,4,6,1,6,0.0,0.0,0,1,0,0,1,14,9,5,2,0,0,0,3,0,1,1,0,1,1,0,0,0,0,6,0,2,10,13,2,2,0,0,6,25,17,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913429078669197,False,9.0,8
Luciano Abecasis,FB,86,0,0,0,0,0,0,0.0,0.0,5,0,Independiente Rivadavia - Independiente,1–0,Independiente Rivadavia,1,0,True,False,375,239,8,11,5,8,4,4,0.4,0.1,1,1,1,1,3,25,15,10,0,0,0,2,10,0,2,1,2,3,1,1,0,1,0,1,0,1,3,11,16,0,3,1,8,45,18,0,0,0,0,0,8,1,0,0,0,1,1,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.729651030363189,False,9.0,8
Matías Ruíz Díaz,FB,4,0,0,0,0,0,0,0.0,0.0,1,0,Independiente Rivadavia - Independiente,1–0,Independiente Rivadavia,1,0,True,False,38,31,1,1,1,1,0,0,0.0,0.0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.219352813232383,False,8.0,8
Ezequiel Centurión,GK,90,0,0,0,0,0,0,0.0,0.0,1,1,Independiente Rivadavia - Independiente,1–0,Independiente Rivadavia,1,0,True,False,563,489,2,2,3,3,9,19,0.0,0.0,0,1,0,0,0,24,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,24,2,0,0,0,0,5,67,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,0.1,8.0,18.0,14.0,4.0,43.4,10.0,60.2,17.0,3.0,1.0,10.2,7.009047884753953,False,10.0,8
Alexis Canelo,FW,90,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,262,63,11,17,6,8,0,0,0.0,0.0,0,2,1,0,4,28,25,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,20,14,3,1,0,17,83,26,1,0,0,2,0,26,6,0,0,0,2,1,1,0,0,0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.059739164076114,False,6.0,8
Santiago Hidalgo,W,57,0,0,0,0,3,2,0.1,0.1,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,192,37,5,7,4,5,1,2,0.0,0.0,0,2,0,0,2,15,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,12,5,4,2,14,165,67,2,2,1,1,1,18,7,0,0,0,0,1,1,0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.495177591006744,False,6.0,8
Gabriel Ávalos,W,33,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,30,1,3,3,0,0,0,1,0.0,0.0,1,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,2,3,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.754150336804821,False,6.0,8
Santiago López,W,81,0,0,0,0,0,0,0.0,0.0,2,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,231,45,10,13,4,6,1,1,0.1,0.0,2,0,1,0,2,21,20,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,11,17,0,3,2,16,83,39,1,1,0,4,0,19,8,0,0,0,2,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.067247910345986,False,6.0,8
Diego Tarzia,W,9,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,43,0,1,2,2,3,0,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,3,12,6,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.656507501794189,False,6.0,8
Alex Luna,AM,68,0,0,0,0,1,0,0.0,0.0,1,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,321,92,8,10,1,1,4,6,0.0,0.0,0,1,1,1,2,17,14,3,0,0,1,4,2,1,2,2,0,0,0,0,0,0,0,1,0,1,3,15,14,0,6,1,16,93,25,1,3,0,2,3,20,4,0,0,0,2,1,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.058080326410811,False,6.0,8
Santiago Toloza,AM,22,0,0,0,0,2,0,0.1,0.1,1,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,228,39,8,9,2,4,2,4,0.0,0.0,0,2,0,0,3,19,17,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,8,0,0,0,9,115,68,4,1,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.762907887579844,False,6.0,8
Iván Marcone,DM,90,0,0,0,0,1,0,0.0,0.0,3,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,832,303,7,9,16,18,11,15,0.0,0.0,0,7,0,0,6,44,43,1,1,0,2,1,0,0,4,3,2,2,0,1,1,0,2,0,0,1,12,33,6,0,3,2,32,165,71,0,0,0,0,0,36,1,0,0,0,0,3,0,0,0,0,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800021769645009,False,7.0,8
Rubén Martínez,DM,81,0,0,0,0,0,0,0.0,0.0,1,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,562,108,12,15,15,18,2,6,0.0,0.0,1,4,0,0,4,42,41,1,1,0,2,0,0,0,5,3,4,5,1,0,0,0,0,0,0,0,3,44,7,0,0,0,24,115,80,1,0,0,3,2,36,4,0,0,0,0,0,0,0,0,0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132983322730381,False,6.0,8
Jhonny Quiñónez,DM,9,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,124,57,1,1,4,5,1,1,0.0,0.0,0,1,0,0,0,8,8,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,4,7,0,0,0,0,4,12,3,0,0,0,1,0,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5856460554614635,False,4.0,8
Adrián Sporle,FB,78,0,0,0,0,0,0,0.0,0.0,3,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,633,348,9,10,19,26,4,13,0.1,0.1,1,3,2,2,4,52,40,11,2,0,0,11,9,0,5,3,4,4,0,0,0,0,1,1,0,2,13,29,20,1,1,0,22,107,69,1,0,0,0,0,30,5,2,1,1,2,0,0,0,0,0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.514795367280348,False,2.0,8
Joaquín Laso,CB,90,0,0,0,0,0,0,0.0,0.0,2,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,986,427,7,11,27,30,7,16,0.0,0.0,2,3,1,0,5,58,52,5,4,0,2,0,1,0,3,2,2,3,1,0,0,0,1,3,1,6,34,32,2,1,0,0,32,179,110,0,1,0,1,0,32,0,0,0,0,0,0,0,0,0,0,6,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.902442138253354,False,6.0,8
Juan Fedorco,CB,90,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,913,449,7,9,24,27,8,14,0.0,0.0,0,1,0,0,3,53,50,3,3,0,1,0,0,0,3,3,2,3,1,3,1,2,0,7,0,13,49,18,0,0,0,0,27,114,63,1,0,0,0,0,31,0,0,0,0,0,3,0,0,0,0,6,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.557342523737892,False,7.0,8
Santiago Salle,FB,90,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,677,353,23,25,21,27,1,4,0.0,0.0,0,6,0,0,9,60,45,15,0,0,0,0,15,0,0,0,0,0,0,2,1,1,2,2,0,3,16,53,6,0,3,0,31,194,87,1,0,0,0,1,36,4,0,0,0,1,1,0,0,0,0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08273801143702,False,6.0,8
Rodrigo Rey,GK,90,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Independiente,1–0,Independiente,0,1,False,False,466,349,3,3,11,11,4,11,0.0,0.0,0,0,0,0,0,25,14,11,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,20,25,2,0,0,0,0,13,115,106,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,4.0,1.0,3.0,0.8,3.0,8.0,16.0,5.0,31.9,9.0,39.6,11.0,0.0,3.0,22.5,6.215821359681544,False,6.0,8
Alexis Cuello,FW,90,0,0,0,0,6,2,0.4,0.4,4,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,131,41,9,11,2,5,0,0,0.0,0.0,1,2,1,0,3,19,16,3,0,0,0,1,2,0,3,3,0,1,1,3,0,3,0,0,0,0,0,14,23,4,4,2,14,60,17,1,1,0,3,2,22,10,0,0,0,3,1,1,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.729369135831623,False,7.0,8
Cristian Tarragona,FW,90,0,0,0,0,5,2,0.1,0.1,2,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,194,26,11,18,5,6,0,0,0.0,0.0,1,2,0,0,1,28,27,1,0,0,0,3,0,0,2,1,0,0,0,2,0,2,0,0,0,0,2,20,22,6,2,1,26,107,48,1,2,1,3,2,31,8,0,0,0,1,1,0,0,0,0,4,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.352727729514057,False,6.0,8
Nahuel Barrios,M,45,0,0,0,0,1,0,0.0,0.0,2,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,174,48,11,15,3,5,0,1,0.0,0.0,0,0,0,0,1,24,22,1,0,0,0,1,1,0,2,2,0,2,2,1,0,1,1,0,0,0,7,12,12,0,1,0,11,59,37,1,2,0,2,1,23,4,0,0,0,0,1,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.089502354801971,False,6.0,8
Diego Herazo,M,45,0,0,0,0,1,0,0.0,0.0,0,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,12,0,1,2,0,1,0,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,3,13,5,0,0,0,1,0,6,2,0,0,0,0,1,1,0,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.194617374391697,False,6.0,8
Elian Irala,CM,90,0,0,0,0,2,0,0.0,0.0,3,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,831,215,16,19,13,15,10,14,0.0,0.0,1,5,0,0,5,56,51,4,4,0,0,0,0,0,4,3,3,6,3,0,0,0,0,0,0,0,10,50,9,0,2,2,34,143,42,0,2,0,2,0,38,0,0,0,0,0,3,0,0,0,0,14,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.674432534735695,False,7.0,8
Eric Remedi,CM,70,0,0,0,0,3,1,0.1,0.1,5,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,496,180,13,13,13,14,2,3,0.0,0.0,2,6,0,0,7,32,30,2,2,0,1,0,0,0,6,5,1,2,1,1,0,1,0,0,0,0,8,27,7,0,2,1,21,67,28,1,2,0,1,0,22,0,0,0,0,0,6,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.926034930600527,False,7.0,8
Sebastián Blanco,CM,20,1,0,0,0,1,1,0.1,0.1,3,1,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,147,82,3,3,5,6,0,2,0.0,0.0,1,5,0,0,5,13,13,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,2,11,6,3,0,0,6,67,59,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.097161232092195,False,12.0,8
Ivan Leguizamon,M,90,0,0,0,0,2,2,0.1,0.1,8,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,528,264,9,14,8,16,6,17,0.3,0.3,3,4,1,0,5,54,34,20,3,0,0,20,5,12,3,3,2,2,0,4,0,4,1,0,0,0,6,30,32,0,2,1,22,113,67,1,2,0,2,1,28,10,0,0,0,1,1,1,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.990425136823508,False,7.0,8
Malcom Braida,FB,90,0,0,0,0,2,1,0.0,0.0,7,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,650,290,21,26,11,16,5,12,0.0,0.1,2,4,1,0,3,57,40,17,3,0,0,11,9,5,4,2,1,4,3,1,0,1,2,5,0,2,17,34,28,0,6,3,33,157,83,2,2,0,2,0,30,5,0,0,0,1,3,0,0,0,0,7,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3142644389218505,False,7.0,8
Gastón Campi,CB,90,0,0,0,0,0,0,0.0,0.0,1,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,929,452,10,19,28,31,5,13,0.0,0.0,0,5,0,0,6,64,58,6,6,0,0,1,0,0,3,3,2,2,0,1,1,0,1,3,0,6,33,32,6,5,0,0,28,166,96,2,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.583695125727936,False,7.0,8
Jhohan Romaña,CB,90,0,0,0,0,1,0,0.0,0.0,2,1,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,872,373,13,19,32,34,2,2,0.0,0.1,0,7,1,0,8,58,55,2,1,0,0,1,1,0,2,2,0,0,0,1,0,1,1,5,0,5,37,25,8,3,0,0,35,204,96,2,0,0,0,0,41,2,0,0,0,0,2,0,0,0,0,4,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871292603247913,False,7.0,8
Oscar Arias,FB,77,0,0,0,0,0,0,0.0,0.0,1,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,528,167,14,15,6,10,7,9,0.0,0.0,1,2,0,0,2,39,35,4,2,0,1,3,2,0,0,0,0,1,1,1,0,1,3,0,0,3,18,18,9,1,1,0,20,115,31,0,2,0,1,1,26,4,1,0,0,3,1,0,0,0,0,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.985583063348435,False,4.0,8
Daniel Herrera,FB,13,0,0,0,0,0,0,0.0,0.0,0,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,62,42,1,2,1,1,1,3,0.0,0.0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,2,17,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.082731708370531,False,6.0,8
Facundo Altamirano,GK,90,0,0,0,0,0,0,0.0,0.0,0,0,San Lorenzo - Newell's OB,1–1,San Lorenzo,1,1,False,True,786,562,5,5,13,13,11,20,0.0,0.0,0,0,0,0,0,39,24,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,0,0,0,0,0,16,71,47,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,2.0,1.0,1.0,1.0,2.0,10.0,27.0,4.0,31.6,12.0,34.4,10.0,0.0,0.0,15.0,5.626363673747183,False,6.0,8
