player,team,match,rating
Jermain Defoe,Bournemouth,Southampton - Bournemouth,6.075
Jermain Defoe,Bournemouth,Tottenham - Bournemouth,6.575
Jermain Defoe,Bournemouth,Watford - Bournemouth,6.91
Jermain Defoe,Bournemouth,West Bromwich Albion - Bournemouth,6.055
Jerome Sinclair,Watford,Brighton - Watford,6.23
Jerome Sinclair,Watford,Watford - Leicester,6.0
Jese,Stoke,Crystal Palace - Stoke,6.025
Jese,Stoke,Manchester City - Stoke,5.645
Jese,Stoke,Newcastle United - Stoke,6.1850000000000005
Jese,Stoke,Southampton - Stoke,6.16
Jese,Stoke,Stoke - Arsenal,8.08
Jese,Stoke,Stoke - Bournemouth,5.9
Jese,Stoke,Stoke - Brighton,6.88
Jese,Stoke,Stoke - Chelsea,5.45
Jese,Stoke,Stoke - Everton,5.665
Jese,Stoke,Stoke - Liverpool,5.555
Jese,Stoke,Stoke - Manchester City,5.93
Jese,Stoke,Stoke - Manchester United,5.715
Jese,Stoke,West Bromwich Albion - Stoke,5.609999999999999
Jesse Lingard,Manchester United,Arsenal - Manchester United,8.175
Jesse Lingard,Manchester United,Bournemouth - Manchester United,6.970000000000001
Jesse Lingard,Manchester United,Brighton - Manchester United,6.13
Jesse Lingard,Manchester United,Burnley - Manchester United,6.27
Jesse Lingard,Manchester United,Chelsea - Manchester United,6.03
Jesse Lingard,Manchester United,Crystal Palace - Manchester United,6.29
Jesse Lingard,Manchester United,Everton - Manchester United,8.184999999999999
Jesse Lingard,Manchester United,Huddersfield - Manchester United,5.255
Jesse Lingard,Manchester United,Leicester - Manchester United,7.390000000000001
Jesse Lingard,Manchester United,Liverpool - Manchester United,5.52
Jesse Lingard,Manchester United,Manchester City - Manchester United,6.984999999999999
Jesse Lingard,Manchester United,Manchester United - Arsenal,5.445
Jesse Lingard,Manchester United,Manchester United - Bournemouth,5.555
Jesse Lingard,Manchester United,Manchester United - Burnley,7.63
Jesse Lingard,Manchester United,Manchester United - Chelsea,7.05
Jesse Lingard,Manchester United,Manchester United - Crystal Palace,6.220000000000001
Jesse Lingard,Manchester United,Manchester United - Everton,6.62
Jesse Lingard,Manchester United,Manchester United - Huddersfield,6.404999999999999
Jesse Lingard,Manchester United,Manchester United - Leicester,6.359999999999999
Jesse Lingard,Manchester United,Manchester United - Liverpool,6.13
Jesse Lingard,Manchester United,Manchester United - Manchester City,6.165
Jesse Lingard,Manchester United,Manchester United - Southampton,5.87
Jesse Lingard,Manchester United,Manchester United - Stoke,7.17
Jesse Lingard,Manchester United,Manchester United - Swansea,7.24
Jesse Lingard,Manchester United,Manchester United - Tottenham,5.605
Jesse Lingard,Manchester United,Manchester United - West Bromwich Albion,5.75
Jesse Lingard,Manchester United,Manchester United - West Ham,6.11
Jesse Lingard,Manchester United,Newcastle United - Manchester United,5.545
Jesse Lingard,Manchester United,Stoke - Manchester United,5.484999999999999
Jesse Lingard,Manchester United,Tottenham - Manchester United,6.125
Jesse Lingard,Manchester United,Watford - Manchester United,7.725
Jesse Lingard,Manchester United,West Bromwich Albion - Manchester United,7.17
Jesse Lingard,Manchester United,West Ham - Manchester United,7.095000000000001
Jesus Gamez,Newcastle United,Brighton - Newcastle United,5.71
Jesus Gamez,Newcastle United,Swansea - Newcastle United,6.73
Joao Mario,West Ham,Arsenal - West Ham,6.525
Joao Mario,West Ham,Brighton - West Ham,6.029999999999999
Joao Mario,West Ham,Chelsea - West Ham,6.029999999999999
Joao Mario,West Ham,Leicester - West Ham,7.5
Joao Mario,West Ham,Liverpool - West Ham,6.135
Joao Mario,West Ham,West Ham - Burnley,6.04
Joao Mario,West Ham,West Ham - Crystal Palace,6.9350000000000005
Joao Mario,West Ham,West Ham - Everton,7.05
Joao Mario,West Ham,West Ham - Manchester City,5.54
Joao Mario,West Ham,West Ham - Manchester United,6.335
Joao Mario,West Ham,West Ham - Southampton,8.01
Joao Mario,West Ham,West Ham - Stoke,6.885
Joao Mario,West Ham,West Ham - Watford,6.77
Joe Allen,Stoke,Arsenal - Stoke,6.355
Joe Allen,Stoke,Bournemouth - Stoke,6.41
Joe Allen,Stoke,Brighton - Stoke,6.9350000000000005
Joe Allen,Stoke,Burnley - Stoke,7.025
Joe Allen,Stoke,Crystal Palace - Stoke,7.01
Joe Allen,Stoke,Everton - Stoke,6.775
Joe Allen,Stoke,Huddersfield - Stoke,8.225
Joe Allen,Stoke,Leicester - Stoke,6.555
Joe Allen,Stoke,Liverpool - Stoke,6.715
Joe Allen,Stoke,Manchester United - Stoke,5.49
Joe Allen,Stoke,Newcastle United - Stoke,6.68
Joe Allen,Stoke,Southampton - Stoke,7.045
Joe Allen,Stoke,Stoke - Arsenal,6.25
Joe Allen,Stoke,Stoke - Bournemouth,6.390000000000001
Joe Allen,Stoke,Stoke - Brighton,6.12
Joe Allen,Stoke,Stoke - Burnley,7.145
Joe Allen,Stoke,Stoke - Chelsea,5.945
Joe Allen,Stoke,Stoke - Crystal Palace,5.59
Joe Allen,Stoke,Stoke - Everton,6.585
Joe Allen,Stoke,Stoke - Huddersfield,7.77
Joe Allen,Stoke,Stoke - Leicester,6.42
Joe Allen,Stoke,Stoke - Liverpool,5.825
Joe Allen,Stoke,Stoke - Manchester City,6.125
Joe Allen,Stoke,Stoke - Manchester United,6.25
Joe Allen,Stoke,Stoke - Newcastle United,5.825
Joe Allen,Stoke,Stoke - Southampton,6.49
Joe Allen,Stoke,Stoke - Swansea,8.11
Joe Allen,Stoke,Stoke - Tottenham,6.49
Joe Allen,Stoke,Stoke - Watford,6.3
Joe Allen,Stoke,Stoke - West Bromwich Albion,7.655
Joe Allen,Stoke,Swansea - Stoke,6.08
Joe Allen,Stoke,Tottenham - Stoke,6.02
Joe Allen,Stoke,Watford - Stoke,7.105
Joe Allen,Stoke,West Bromwich Albion - Stoke,6.32
Joe Allen,Stoke,West Ham - Stoke,6.225
Joe Hart,West Ham,Arsenal - West Ham,6.4
Joe Hart,West Ham,Burnley - West Ham,7.56
Joe Hart,West Ham,Chelsea - West Ham,8.120000000000001
Joe Hart,West Ham,Crystal Palace - West Ham,8.305
Joe Hart,West Ham,Everton - West Ham,4.3
Joe Hart,West Ham,Manchester United - West Ham,5.675
Joe Hart,West Ham,Newcastle United - West Ham,6.425
Joe Hart,West Ham,Southampton - West Ham,5.484999999999999
Joe Hart,West Ham,Watford - West Ham,5.82
Joe Hart,West Ham,West Bromwich Albion - West Ham,6.325
Joe Hart,West Ham,West Ham - Brighton,5.42
Joe Hart,West Ham,West Ham - Burnley,5.355
Joe Hart,West Ham,West Ham - Huddersfield,6.505
Joe Hart,West Ham,West Ham - Leicester,6.045
Joe Hart,West Ham,West Ham - Liverpool,5.625
Joe Hart,West Ham,West Ham - Southampton,6.96
Joe Hart,West Ham,West Ham - Stoke,5.93
Joe Hart,West Ham,West Ham - Swansea,6.404999999999999
Joe Hart,West Ham,West Ham - Tottenham,5.865
Joe Lolley,Huddersfield,Huddersfield - Burnley,5.55
Joe Lolley,Huddersfield,Huddersfield - Stoke,6.13
Joe Lolley,Huddersfield,Huddersfield - West Ham,6.04
Joe Lolley,Huddersfield,Leicester - Huddersfield,5.91
Joe Lolley,Huddersfield,Southampton - Huddersfield,6.79
Joel Matip,Liverpool,Crystal Palace - Liverpool,6.654999999999999
Joel Matip,Liverpool,Huddersfield - Liverpool,7.35
Joel Matip,Liverpool,Leicester - Liverpool,6.3100000000000005
Joel Matip,Liverpool,Liverpool - Arsenal,6.83
Joel Matip,Liverpool,Liverpool - Burnley,6.57
Joel Matip,Liverpool,Liverpool - Chelsea,6.470000000000001
Joel Matip,Liverpool,Liverpool - Crystal Palace,7.295
Joel Matip,Liverpool,Liverpool - Huddersfield,6.470000000000001
Joel Matip,Liverpool,Liverpool - Leicester,6.23
Joel Matip,Liverpool,Liverpool - Manchester City,6.8999999999999995
Joel Matip,Liverpool,Liverpool - Manchester United,7.01
Joel Matip,Liverpool,Liverpool - Newcastle United,6.109999999999999
Joel Matip,Liverpool,Liverpool - Swansea,7.135
Joel Matip,Liverpool,Liverpool - Tottenham,5.58
Joel Matip,Liverpool,Liverpool - Watford,7.0
Joel Matip,Liverpool,Liverpool - West Ham,6.984999999999999
Joel Matip,Liverpool,Manchester City - Liverpool,6.1850000000000005
Joel Matip,Liverpool,Newcastle United - Liverpool,6.665
Joel Matip,Liverpool,Southampton - Liverpool,7.220000000000001
Joel Matip,Liverpool,Stoke - Liverpool,7.04
Joel Matip,Liverpool,Swansea - Liverpool,5.645
Joel Matip,Liverpool,Tottenham - Liverpool,5.625
Joel Matip,Liverpool,Watford - Liverpool,5.885
Joel Matip,Liverpool,West Ham - Liverpool,6.904999999999999
Joel Ward,Crystal Palace,Brighton - Crystal Palace,6.645
Joel Ward,Crystal Palace,Burnley - Crystal Palace,6.74
Joel Ward,Crystal Palace,Crystal Palace - Brighton,6.654999999999999
Joel Ward,Crystal Palace,Crystal Palace - Chelsea,6.87
Joel Ward,Crystal Palace,Crystal Palace - Huddersfield,5.835
Joel Ward,Crystal Palace,Crystal Palace - Leicester,7.51
Joel Ward,Crystal Palace,Crystal Palace - Southampton,6.48
Joel Ward,Crystal Palace,Crystal Palace - Stoke,6.75
Joel Ward,Crystal Palace,Crystal Palace - Swansea,6.255
Joel Ward,Crystal Palace,Crystal Palace - West Ham,5.55
Joel Ward,Crystal Palace,Everton - Crystal Palace,6.555
Joel Ward,Crystal Palace,Liverpool - Crystal Palace,6.12
Joel Ward,Crystal Palace,Manchester United - Crystal Palace,5.015000000000001
Joel Ward,Crystal Palace,Newcastle United - Crystal Palace,6.52
Joel Ward,Crystal Palace,Stoke - Crystal Palace,6.095000000000001
Joel Ward,Crystal Palace,Tottenham - Crystal Palace,6.529999999999999
Joel Ward,Crystal Palace,Watford - Crystal Palace,5.835
Joel Ward,Crystal Palace,West Bromwich Albion - Crystal Palace,7.65
John Stones,Manchester City,Brighton - Manchester City,6.915
John Stones,Manchester City,Chelsea - Manchester City,7.425
John Stones,Manchester City,Leicester - Manchester City,5.76
John Stones,Manchester City,Liverpool - Manchester City,5.29
John Stones,Manchester City,Manchester City - Arsenal,6.55
John Stones,Manchester City,Manchester City - Burnley,7.529999999999999
John Stones,Manchester City,Manchester City - Crystal Palace,6.57
John Stones,Manchester City,Manchester City - Everton,6.035
John Stones,Manchester City,Manchester City - Huddersfield,6.51
John Stones,Manchester City,Manchester City - Leicester,6.37
John Stones,Manchester City,Manchester City - Liverpool,7.325
John Stones,Manchester City,Manchester City - Newcastle United,6.3
John Stones,Manchester City,Manchester City - Stoke,7.195
John Stones,Manchester City,Manchester City - Watford,6.859999999999999
John Stones,Manchester City,Southampton - Manchester City,6.8100000000000005
John Stones,Manchester City,Watford - Manchester City,7.720000000000001
John Stones,Manchester City,West Bromwich Albion - Manchester City,6.345000000000001
Jonas Lossl,Huddersfield,Arsenal - Huddersfield,5.015000000000001
Jonas Lossl,Huddersfield,Bournemouth - Huddersfield,5.734999999999999
Jonas Lossl,Huddersfield,Brighton - Huddersfield,6.805
Jonas Lossl,Huddersfield,Burnley - Huddersfield,6.9350000000000005
Jonas Lossl,Huddersfield,Chelsea - Huddersfield,7.515000000000001
Jonas Lossl,Huddersfield,Crystal Palace - Huddersfield,7.99
Jonas Lossl,Huddersfield,Everton - Huddersfield,6.075
Jonas Lossl,Huddersfield,Huddersfield - Arsenal,6.76
Jonas Lossl,Huddersfield,Huddersfield - Bournemouth,6.13
Jonas Lossl,Huddersfield,Huddersfield - Brighton,6.365
Jonas Lossl,Huddersfield,Huddersfield - Burnley,7.404999999999999
Jonas Lossl,Huddersfield,Huddersfield - Chelsea,5.375
Jonas Lossl,Huddersfield,Huddersfield - Crystal Palace,6.175
Jonas Lossl,Huddersfield,Huddersfield - Everton,6.115
Jonas Lossl,Huddersfield,Huddersfield - Leicester,5.335
Jonas Lossl,Huddersfield,Huddersfield - Liverpool,6.305
Jonas Lossl,Huddersfield,Huddersfield - Manchester City,6.359999999999999
Jonas Lossl,Huddersfield,Huddersfield - Manchester United,6.9399999999999995
Jonas Lossl,Huddersfield,Huddersfield - Newcastle United,7.4350000000000005
Jonas Lossl,Huddersfield,Huddersfield - Southampton,7.01
Jonas Lossl,Huddersfield,Huddersfield - Stoke,7.640000000000001
Jonas Lossl,Huddersfield,Huddersfield - Swansea,6.234999999999999
Jonas Lossl,Huddersfield,Huddersfield - Tottenham,5.1899999999999995
Jonas Lossl,Huddersfield,Huddersfield - Watford,6.555
Jonas Lossl,Huddersfield,Huddersfield - West Bromwich Albion,7.970000000000001
Jonas Lossl,Huddersfield,Huddersfield - West Ham,5.085
Jonas Lossl,Huddersfield,Leicester - Huddersfield,6.109999999999999
Jonas Lossl,Huddersfield,Liverpool - Huddersfield,7.359999999999999
Jonas Lossl,Huddersfield,Manchester City - Huddersfield,7.140000000000001
Jonas Lossl,Huddersfield,Manchester United - Huddersfield,7.05
Jonas Lossl,Huddersfield,Newcastle United - Huddersfield,6.01
Jonas Lossl,Huddersfield,Southampton - Huddersfield,7.3
Jonas Lossl,Huddersfield,Stoke - Huddersfield,6.29
Jonas Lossl,Huddersfield,Swansea - Huddersfield,4.705
Jonas Lossl,Huddersfield,Tottenham - Huddersfield,5.91
Jonas Lossl,Huddersfield,Watford - Huddersfield,6.73
Jonas Lossl,Huddersfield,West Bromwich Albion - Huddersfield,5.755
Jonas Lossl,Huddersfield,West Ham - Huddersfield,5.925
Jonathan Hogg,Huddersfield,Arsenal - Huddersfield,5.635
Jonathan Hogg,Huddersfield,Brighton - Huddersfield,6.145
Jonathan Hogg,Huddersfield,Burnley - Huddersfield,6.665
Jonathan Hogg,Huddersfield,Chelsea - Huddersfield,7.825
Jonathan Hogg,Huddersfield,Huddersfield - Arsenal,6.195
Jonathan Hogg,Huddersfield,Huddersfield - Bournemouth,6.88
Jonathan Hogg,Huddersfield,Huddersfield - Brighton,7.69
Jonathan Hogg,Huddersfield,Huddersfield - Burnley,6.91
Jonathan Hogg,Huddersfield,Huddersfield - Chelsea,4.955
Jonathan Hogg,Huddersfield,Huddersfield - Crystal Palace,6.54
Jonathan Hogg,Huddersfield,Huddersfield - Everton,6.2
Jonathan Hogg,Huddersfield,Huddersfield - Leicester,6.2
Jonathan Hogg,Huddersfield,Huddersfield - Liverpool,5.96
Jonathan Hogg,Huddersfield,Huddersfield - Manchester City,6.7
Jonathan Hogg,Huddersfield,Huddersfield - Manchester United,7.175
Jonathan Hogg,Huddersfield,Huddersfield - Stoke,7.24
Jonathan Hogg,Huddersfield,Huddersfield - Swansea,6.6
Jonathan Hogg,Huddersfield,Huddersfield - Tottenham,5.605
Jonathan Hogg,Huddersfield,Huddersfield - Watford,6.62
Jonathan Hogg,Huddersfield,Huddersfield - West Bromwich Albion,7.025
Jonathan Hogg,Huddersfield,Huddersfield - West Ham,5.755
Jonathan Hogg,Huddersfield,Liverpool - Huddersfield,6.42
Jonathan Hogg,Huddersfield,Manchester City - Huddersfield,7.53
Jonathan Hogg,Huddersfield,Manchester United - Huddersfield,5.525
Jonathan Hogg,Huddersfield,Newcastle United - Huddersfield,6.21
Jonathan Hogg,Huddersfield,Stoke - Huddersfield,5.795
Jonathan Hogg,Huddersfield,Swansea - Huddersfield,6.135
Jonathan Hogg,Huddersfield,Tottenham - Huddersfield,5.525
Jonathan Hogg,Huddersfield,Watford - Huddersfield,5.359999999999999
Jonathan Hogg,Huddersfield,West Bromwich Albion - Huddersfield,6.52
Jonathan Walters,Burnley,Burnley - West Bromwich Albion,5.925
Jonathan Walters,Burnley,Manchester United - Burnley,6.06
Jonjo Shelvey,Newcastle United,Bournemouth - Newcastle United,7.095000000000001
Jonjo Shelvey,Newcastle United,Brighton - Newcastle United,5.475
Jonjo Shelvey,Newcastle United,Burnley - Newcastle United,7.0649999999999995
Jonjo Shelvey,Newcastle United,Chelsea - Newcastle United,5.55
Jonjo Shelvey,Newcastle United,Crystal Palace - Newcastle United,6.15
Jonjo Shelvey,Newcastle United,Everton - Newcastle United,6.285
Jonjo Shelvey,Newcastle United,Leicester - Newcastle United,7.195
Jonjo Shelvey,Newcastle United,Manchester City - Newcastle United,6.4
Jonjo Shelvey,Newcastle United,Manchester United - Newcastle United,6.34
Jonjo Shelvey,Newcastle United,Newcastle United - Arsenal,7.495
Jonjo Shelvey,Newcastle United,Newcastle United - Bournemouth,6.154999999999999
Jonjo Shelvey,Newcastle United,Newcastle United - Brighton,5.775
Jonjo Shelvey,Newcastle United,Newcastle United - Chelsea,7.7
Jonjo Shelvey,Newcastle United,Newcastle United - Crystal Palace,7.07
Jonjo Shelvey,Newcastle United,Newcastle United - Everton,5.05
Jonjo Shelvey,Newcastle United,Newcastle United - Huddersfield,7.705
Jonjo Shelvey,Newcastle United,Newcastle United - Liverpool,6.855
Jonjo Shelvey,Newcastle United,Newcastle United - Manchester City,5.279999999999999
Jonjo Shelvey,Newcastle United,Newcastle United - Manchester United,7.755
Jonjo Shelvey,Newcastle United,Newcastle United - Southampton,8.365
Jonjo Shelvey,Newcastle United,Newcastle United - Stoke,6.035
Jonjo Shelvey,Newcastle United,Newcastle United - Swansea,6.125
Jonjo Shelvey,Newcastle United,Newcastle United - Tottenham,4.220000000000001
Jonjo Shelvey,Newcastle United,Newcastle United - Watford,6.385
Jonjo Shelvey,Newcastle United,Newcastle United - West Bromwich Albion,6.475
Jonjo Shelvey,Newcastle United,Southampton - Newcastle United,6.34
Jonjo Shelvey,Newcastle United,Stoke - Newcastle United,7.2
Jonjo Shelvey,Newcastle United,Tottenham - Newcastle United,6.6
Jonjo Shelvey,Newcastle United,Watford - Newcastle United,6.84
Jonjo Shelvey,Newcastle United,West Bromwich Albion - Newcastle United,7.075
Jonjoe Kenny,Everton,Arsenal - Everton,5.035
Jonjoe Kenny,Everton,Bournemouth - Everton,5.945
Jonjoe Kenny,Everton,Everton - Arsenal,5.505
Jonjoe Kenny,Everton,Everton - Bournemouth,6.890000000000001
Jonjoe Kenny,Everton,Everton - Chelsea,6.995
Jonjoe Kenny,Everton,Everton - Crystal Palace,6.425
Jonjoe Kenny,Everton,Everton - Huddersfield,7.140000000000001
Jonjoe Kenny,Everton,Everton - Swansea,6.645
Jonjoe Kenny,Everton,Everton - Watford,6.66
Jonjoe Kenny,Everton,Everton - West Bromwich Albion,6.01
Jonjoe Kenny,Everton,Everton - West Ham,8.18
Jonjoe Kenny,Everton,Leicester - Everton,6.045
Jonjoe Kenny,Everton,Liverpool - Everton,6.970000000000001
Jonjoe Kenny,Everton,Newcastle United - Everton,7.515
Jonjoe Kenny,Everton,Southampton - Everton,5.88
Jonjoe Kenny,Everton,Tottenham - Everton,5.785
Jonjoe Kenny,Everton,Watford - Everton,6.42
Jonjoe Kenny,Everton,West Bromwich Albion - Everton,6.84
Jonny Evans,West Bromwich Albion,Arsenal - West Bromwich Albion,6.095000000000001
Jonny Evans,West Bromwich Albion,Bournemouth - West Bromwich Albion,6.9
Jonny Evans,West Bromwich Albion,Brighton - West Bromwich Albion,6.045
Jonny Evans,West Bromwich Albion,Chelsea - West Bromwich Albion,6.27
Jonny Evans,West Bromwich Albion,Everton - West Bromwich Albion,6.885
Jonny Evans,West Bromwich Albion,Huddersfield - West Bromwich Albion,6.965
Jonny Evans,West Bromwich Albion,Leicester - West Bromwich Albion,6.93
Jonny Evans,West Bromwich Albion,Liverpool - West Bromwich Albion,7.355
Jonny Evans,West Bromwich Albion,Newcastle United - West Bromwich Albion,6.04
Jonny Evans,West Bromwich Albion,Southampton - West Bromwich Albion,5.68
Jonny Evans,West Bromwich Albion,Stoke - West Bromwich Albion,6.5649999999999995
Jonny Evans,West Bromwich Albion,Swansea - West Bromwich Albion,6.335
Jonny Evans,West Bromwich Albion,Tottenham - West Bromwich Albion,7.5649999999999995
Jonny Evans,West Bromwich Albion,Watford - West Bromwich Albion,6.575
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Arsenal,6.04
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Brighton,8.309999999999999
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Burnley,6.42
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Chelsea,5.55
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Crystal Palace,8.3
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Everton,6.43
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Huddersfield,6.345000000000001
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Liverpool,6.045
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Manchester City,6.66
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Manchester United,7.055
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Newcastle United,7.125
Jonny Evans,West Bromwich Albion,West Bromwich Albion - Watford,7.345000000000001
Jonny Evans,West Bromwich Albion,West Bromwich Albion - West Ham,6.37
Jonny Evans,West Bromwich Albion,West Ham - West Bromwich Albion,6.23
Jordan Ayew,Swansea,Arsenal - Swansea,5.68
Jordan Ayew,Swansea,Bournemouth - Swansea,6.23
Jordan Ayew,Swansea,Brighton - Swansea,6.555
Jordan Ayew,Swansea,Burnley - Swansea,5.609999999999999
Jordan Ayew,Swansea,Chelsea - Swansea,5.835
Jordan Ayew,Swansea,Crystal Palace - Swansea,7.215
Jordan Ayew,Swansea,Everton - Swansea,5.2
Jordan Ayew,Swansea,Huddersfield - Swansea,4.97
Jordan Ayew,Swansea,Leicester - Swansea,7.125
Jordan Ayew,Swansea,Liverpool - Swansea,4.17
Jordan Ayew,Swansea,Manchester City - Swansea,6.28
Jordan Ayew,Swansea,Newcastle United - Swansea,6.9350000000000005
Jordan Ayew,Swansea,Southampton - Swansea,5.6899999999999995
Jordan Ayew,Swansea,Stoke - Swansea,6.16
Jordan Ayew,Swansea,Swansea - Arsenal,8.045
Jordan Ayew,Swansea,Swansea - Bournemouth,6.76
Jordan Ayew,Swansea,Swansea - Brighton,6.375
Jordan Ayew,Swansea,Swansea - Burnley,7.3
Jordan Ayew,Swansea,Swansea - Chelsea,6.68
Jordan Ayew,Swansea,Swansea - Crystal Palace,7.885
Jordan Ayew,Swansea,Swansea - Everton,7.66
Jordan Ayew,Swansea,Swansea - Huddersfield,7.125
Jordan Ayew,Swansea,Swansea - Leicester,6.69
Jordan Ayew,Swansea,Swansea - Liverpool,7.16
Jordan Ayew,Swansea,Swansea - Manchester City,6.365
Jordan Ayew,Swansea,Swansea - Manchester United,6.245
Jordan Ayew,Swansea,Swansea - Newcastle United,6.49
Jordan Ayew,Swansea,Swansea - Southampton,5.91
Jordan Ayew,Swansea,Swansea - Stoke,6.255
Jordan Ayew,Swansea,Swansea - Tottenham,5.885
Jordan Ayew,Swansea,Swansea - Watford,6.265000000000001
Jordan Ayew,Swansea,Swansea - West Bromwich Albion,6.6
Jordan Ayew,Swansea,Swansea - West Ham,7.865
Jordan Ayew,Swansea,Tottenham - Swansea,6.13
Jordan Ayew,Swansea,Watford - Swansea,7.475
Jordan Ayew,Swansea,West Ham - Swansea,6.41
Jordan Henderson,Liverpool,Arsenal - Liverpool,6.175
Jordan Henderson,Liverpool,Bournemouth - Liverpool,7.26
Jordan Henderson,Liverpool,Brighton - Liverpool,6.73
Jordan Henderson,Liverpool,Chelsea - Liverpool,6.21
Jordan Henderson,Liverpool,Crystal Palace - Liverpool,6.77
Jordan Henderson,Liverpool,Huddersfield - Liverpool,7.02
Jordan Henderson,Liverpool,Leicester - Liverpool,8.2
Jordan Henderson,Liverpool,Liverpool - Arsenal,6.984999999999999
Jordan Henderson,Liverpool,Liverpool - Bournemouth,7.35
Jordan Henderson,Liverpool,Liverpool - Brighton,7.140000000000001
Jordan Henderson,Liverpool,Liverpool - Chelsea,6.58
Jordan Henderson,Liverpool,Liverpool - Crystal Palace,7.245
Jordan Henderson,Liverpool,Liverpool - Everton,6.265000000000001
Jordan Henderson,Liverpool,Liverpool - Huddersfield,7.255
Jordan Henderson,Liverpool,Liverpool - Manchester United,6.535
Jordan Henderson,Liverpool,Liverpool - Newcastle United,6.825
Jordan Henderson,Liverpool,Liverpool - Southampton,7.245
Jordan Henderson,Liverpool,Liverpool - Stoke,6.4399999999999995
Jordan Henderson,Liverpool,Liverpool - Tottenham,7.04
Jordan Henderson,Liverpool,Liverpool - Watford,7.27
Jordan Henderson,Liverpool,Manchester City - Liverpool,6.4
Jordan Henderson,Liverpool,Newcastle United - Liverpool,6.415
Jordan Henderson,Liverpool,Stoke - Liverpool,6.01
Jordan Henderson,Liverpool,Tottenham - Liverpool,6.83
Jordan Henderson,Liverpool,Watford - Liverpool,6.275
Jordan Henderson,Liverpool,West Bromwich Albion - Liverpool,6.215
Jordan Hugill,West Ham,Brighton - West Ham,5.555
Jordan Hugill,West Ham,West Ham - Watford,5.585
Jordan Pickford,Everton,Arsenal - Everton,4.74
Jordan Pickford,Everton,Bournemouth - Everton,7.1
Jordan Pickford,Everton,Brighton - Everton,6.915
Jordan Pickford,Everton,Burnley - Everton,7.21
Jordan Pickford,Everton,Chelsea - Everton,6.4
Jordan Pickford,Everton,Everton - Arsenal,6.23
Jordan Pickford,Everton,Everton - Bournemouth,6.43
Jordan Pickford,Everton,Everton - Brighton,7.21
Jordan Pickford,Everton,Everton - Burnley,6.154999999999999
Jordan Pickford,Everton,Everton - Chelsea,7.52
Jordan Pickford,Everton,Everton - Crystal Palace,6.140000000000001
Jordan Pickford,Everton,Everton - Huddersfield,7.045
Jordan Pickford,Everton,Everton - Leicester,6.535
Jordan Pickford,Everton,Everton - Manchester City,5.115
Jordan Pickford,Everton,Everton - Manchester United,6.09
Jordan Pickford,Everton,Everton - Newcastle United,7.075
Jordan Pickford,Everton,Everton - Southampton,6.91
Jordan Pickford,Everton,Everton - Stoke,7.25
Jordan Pickford,Everton,Everton - Swansea,6.18
Jordan Pickford,Everton,Everton - Tottenham,5.595000000000001
Jordan Pickford,Everton,Everton - Watford,5.904999999999999
Jordan Pickford,Everton,Everton - West Bromwich Albion,6.365
Jordan Pickford,Everton,Everton - West Ham,8.135
Jordan Pickford,Everton,Huddersfield - Everton,6.33
Jordan Pickford,Everton,Leicester - Everton,5.9399999999999995
Jordan Pickford,Everton,Liverpool - Everton,6.225
Jordan Pickford,Everton,Manchester City - Everton,6.955
Jordan Pickford,Everton,Manchester United - Everton,5.305
Jordan Pickford,Everton,Newcastle United - Everton,7.205
Jordan Pickford,Everton,Southampton - Everton,5.5649999999999995
Jordan Pickford,Everton,Stoke - Everton,6.025
Jordan Pickford,Everton,Swansea - Everton,7.005
Jordan Pickford,Everton,Tottenham - Everton,6.94
Jordan Pickford,Everton,Watford - Everton,6.8100000000000005
Jordan Pickford,Everton,West Bromwich Albion - Everton,7.2
Jordan Pickford,Everton,West Ham - Everton,4.97
Jordon Ibe,Bournemouth,Arsenal - Bournemouth,6.41
Jordon Ibe,Bournemouth,Bournemouth - Arsenal,7.585
Jordon Ibe,Bournemouth,Bournemouth - Brighton,8.504999999999999
Jordon Ibe,Bournemouth,Bournemouth - Burnley,6.075
Jordon Ibe,Bournemouth,Bournemouth - Chelsea,5.404999999999999
Jordon Ibe,Bournemouth,Bournemouth - Everton,7.205
Jordon Ibe,Bournemouth,Bournemouth - Huddersfield,6.575
Jordon Ibe,Bournemouth,Bournemouth - Leicester,6.665
Jordon Ibe,Bournemouth,Bournemouth - Liverpool,4.93
Jordon Ibe,Bournemouth,Bournemouth - Manchester United,5.365
Jordon Ibe,Bournemouth,Bournemouth - Southampton,5.755
Jordon Ibe,Bournemouth,Bournemouth - Stoke,6.890000000000001
Jordon Ibe,Bournemouth,Bournemouth - Tottenham,5.765000000000001
Jordon Ibe,Bournemouth,Bournemouth - Watford,5.745
Jordon Ibe,Bournemouth,Bournemouth - West Bromwich Albion,7.385
