player,team,match,rating
Aaron Cresswell,West Ham,Arsenal - West Ham,5.84
Aaron Cresswell,West Ham,Bournemouth - West Ham,6.215
Aaron Cresswell,West Ham,Brighton - West Ham,6.640000000000001
Aaron Cresswell,West Ham,Burnley - West Ham,6.12
Aaron Cresswell,West Ham,Chelsea - West Ham,5.98
Aaron Cresswell,West Ham,Crystal Palace - West Ham,7.154999999999999
Aaron Cresswell,West Ham,Everton - West Ham,5.645
Aaron Cresswell,West Ham,Huddersfield - West Ham,6.895
Aaron Cresswell,West Ham,Leicester - West Ham,6.9399999999999995
Aaron Cresswell,West Ham,Liverpool - West Ham,5.875
Aaron Cresswell,West Ham,Manchester City - West Ham,7.109999999999999
Aaron Cresswell,West Ham,Manchester United - West Ham,5.904999999999999
Aaron Cresswell,West Ham,Newcastle United - West Ham,5.42
Aaron Cresswell,West Ham,Southampton - West Ham,6.65
Aaron Cresswell,West Ham,Swansea - West Ham,5.93
Aaron Cresswell,West Ham,Watford - West Ham,5.45
Aaron Cresswell,West Ham,West Bromwich Albion - West Ham,6.38
Aaron Cresswell,West Ham,West Ham - Arsenal,6.99
Aaron Cresswell,West Ham,West Ham - Bournemouth,6.775
Aaron Cresswell,West Ham,West Ham - Burnley,5.455
Aaron Cresswell,West Ham,West Ham - Chelsea,7.115
Aaron Cresswell,West Ham,West Ham - Crystal Palace,6.165
Aaron Cresswell,West Ham,West Ham - Everton,6.91
Aaron Cresswell,West Ham,West Ham - Huddersfield,6.640000000000001
Aaron Cresswell,West Ham,West Ham - Leicester,6.335
Aaron Cresswell,West Ham,West Ham - Liverpool,5.09
Aaron Cresswell,West Ham,West Ham - Manchester City,5.855
Aaron Cresswell,West Ham,West Ham - Manchester United,7.01
Aaron Cresswell,West Ham,West Ham - Newcastle United,6.24
Aaron Cresswell,West Ham,West Ham - Southampton,7.1850000000000005
Aaron Cresswell,West Ham,West Ham - Stoke,7.3100000000000005
Aaron Cresswell,West Ham,West Ham - Swansea,6.6899999999999995
Aaron Cresswell,West Ham,West Ham - Tottenham,6.1899999999999995
Aaron Cresswell,West Ham,West Ham - Watford,7.140000000000001
Aaron Cresswell,West Ham,West Ham - West Bromwich Albion,6.615
Aaron Lennon,Burnley,Arsenal - Burnley,5.58
Aaron Lennon,Burnley,Burnley - Bournemouth,6.0
Aaron Lennon,Burnley,Burnley - Brighton,5.71
Aaron Lennon,Burnley,Burnley - Chelsea,6.095000000000001
Aaron Lennon,Burnley,Burnley - Everton,7.125
Aaron Lennon,Burnley,Burnley - Leicester,6.615
Aaron Lennon,Burnley,Burnley - Manchester City,7.05
Aaron Lennon,Burnley,Burnley - Southampton,6.609999999999999
Aaron Lennon,Burnley,Newcastle United - Burnley,6.3149999999999995
Aaron Lennon,Burnley,Stoke - Burnley,5.975
Aaron Lennon,Burnley,Swansea - Burnley,6.625
Aaron Lennon,Burnley,Watford - Burnley,6.215
Aaron Lennon,Burnley,West Bromwich Albion - Burnley,7.76
Aaron Lennon,Burnley,West Ham - Burnley,6.9
Aaron Lennon,Everton,Bournemouth - Everton,5.695
Aaron Lennon,Everton,Chelsea - Everton,6.09
Aaron Lennon,Everton,Everton - Chelsea,5.675
Aaron Lennon,Everton,Everton - Huddersfield,6.92
Aaron Lennon,Everton,Everton - Manchester United,5.945
Aaron Lennon,Everton,Everton - Swansea,7.125
Aaron Lennon,Everton,Everton - Watford,6.56
Aaron Lennon,Everton,Everton - West Ham,7.085
Aaron Lennon,Everton,Leicester - Everton,5.92
Aaron Lennon,Everton,Liverpool - Everton,6.035
Aaron Lennon,Everton,Newcastle United - Everton,6.16
Aaron Lennon,Everton,Southampton - Everton,6.04
Aaron Lennon,Everton,Tottenham - Everton,5.425
Aaron Lennon,Everton,West Bromwich Albion - Everton,5.48
Aaron Mooy,Huddersfield,Arsenal - Huddersfield,5.38
Aaron Mooy,Huddersfield,Bournemouth - Huddersfield,6.3
Aaron Mooy,Huddersfield,Brighton - Huddersfield,6.945
Aaron Mooy,Huddersfield,Burnley - Huddersfield,7.02
Aaron Mooy,Huddersfield,Chelsea - Huddersfield,7.725
Aaron Mooy,Huddersfield,Crystal Palace - Huddersfield,8.115
Aaron Mooy,Huddersfield,Everton - Huddersfield,6.885
Aaron Mooy,Huddersfield,Huddersfield - Arsenal,7.140000000000001
Aaron Mooy,Huddersfield,Huddersfield - Bournemouth,8.075
Aaron Mooy,Huddersfield,Huddersfield - Brighton,7.115
Aaron Mooy,Huddersfield,Huddersfield - Burnley,6.295
Aaron Mooy,Huddersfield,Huddersfield - Chelsea,5.675
Aaron Mooy,Huddersfield,Huddersfield - Crystal Palace,6.395
Aaron Mooy,Huddersfield,Huddersfield - Everton,5.98
Aaron Mooy,Huddersfield,Huddersfield - Leicester,7.74
Aaron Mooy,Huddersfield,Huddersfield - Liverpool,5.475
Aaron Mooy,Huddersfield,Huddersfield - Manchester City,6.29
Aaron Mooy,Huddersfield,Huddersfield - Manchester United,7.755
Aaron Mooy,Huddersfield,Huddersfield - Newcastle United,8.175
Aaron Mooy,Huddersfield,Huddersfield - Southampton,6.95
Aaron Mooy,Huddersfield,Huddersfield - Stoke,6.66
Aaron Mooy,Huddersfield,Huddersfield - Swansea,6.27
Aaron Mooy,Huddersfield,Huddersfield - Tottenham,5.67
Aaron Mooy,Huddersfield,Huddersfield - Watford,6.955
Aaron Mooy,Huddersfield,Huddersfield - West Bromwich Albion,7.535
Aaron Mooy,Huddersfield,Huddersfield - West Ham,6.445
Aaron Mooy,Huddersfield,Leicester - Huddersfield,6.3100000000000005
Aaron Mooy,Huddersfield,Liverpool - Huddersfield,6.16
Aaron Mooy,Huddersfield,Manchester City - Huddersfield,7.705
Aaron Mooy,Huddersfield,Manchester United - Huddersfield,5.615
Aaron Mooy,Huddersfield,Newcastle United - Huddersfield,6.45
Aaron Mooy,Huddersfield,Southampton - Huddersfield,6.205
Aaron Mooy,Huddersfield,Stoke - Huddersfield,5.505
Aaron Mooy,Huddersfield,Swansea - Huddersfield,6.13
Aaron Mooy,Huddersfield,Watford - Huddersfield,8.135
Aaron Mooy,Huddersfield,West Ham - Huddersfield,6.835
Aaron Ramsey,Arsenal,Arsenal - Bournemouth,7.24
Aaron Ramsey,Arsenal,Arsenal - Brighton,7.085
Aaron Ramsey,Arsenal,Arsenal - Burnley,6.35
Aaron Ramsey,Arsenal,Arsenal - Everton,9.35
Aaron Ramsey,Arsenal,Arsenal - Huddersfield,7.21
Aaron Ramsey,Arsenal,Arsenal - Leicester,7.654999999999999
Aaron Ramsey,Arsenal,Arsenal - Manchester City,6.055
Aaron Ramsey,Arsenal,Arsenal - Manchester United,6.59
Aaron Ramsey,Arsenal,Arsenal - Stoke,7.6850000000000005
Aaron Ramsey,Arsenal,Arsenal - Swansea,7.29
Aaron Ramsey,Arsenal,Arsenal - Tottenham,6.95
Aaron Ramsey,Arsenal,Arsenal - West Bromwich Albion,7.57
Aaron Ramsey,Arsenal,Arsenal - West Ham,7.96
Aaron Ramsey,Arsenal,Bournemouth - Arsenal,5.415
Aaron Ramsey,Arsenal,Burnley - Arsenal,7.1
Aaron Ramsey,Arsenal,Chelsea - Arsenal,7.92
Aaron Ramsey,Arsenal,Everton - Arsenal,7.775
Aaron Ramsey,Arsenal,Huddersfield - Arsenal,6.8100000000000005
Aaron Ramsey,Arsenal,Leicester - Arsenal,6.74
Aaron Ramsey,Arsenal,Liverpool - Arsenal,4.635
Aaron Ramsey,Arsenal,Manchester City - Arsenal,5.95
Aaron Ramsey,Arsenal,Southampton - Arsenal,6.404999999999999
Aaron Ramsey,Arsenal,Stoke - Arsenal,7.109999999999999
Aaron Ramsey,Arsenal,Swansea - Arsenal,5.404999999999999
Aaron Wan-Bissaka,Crystal Palace,Bournemouth - Crystal Palace,6.475
Aaron Wan-Bissaka,Crystal Palace,Chelsea - Crystal Palace,6.970000000000001
Aaron Wan-Bissaka,Crystal Palace,Crystal Palace - Liverpool,6.404999999999999
Aaron Wan-Bissaka,Crystal Palace,Crystal Palace - Manchester United,7.49
Aaron Wan-Bissaka,Crystal Palace,Crystal Palace - Tottenham,7.11
Aaron Wan-Bissaka,Crystal Palace,Crystal Palace - West Bromwich Albion,7.7
Aaron Wan-Bissaka,Crystal Palace,Huddersfield - Crystal Palace,7.72
Abdelhamid Sabiri,Huddersfield,Bournemouth - Huddersfield,5.665
Abdelhamid Sabiri,Huddersfield,Burnley - Huddersfield,5.715
Abdelhamid Sabiri,Huddersfield,Huddersfield - Leicester,5.79
Abdelhamid Sabiri,Huddersfield,Stoke - Huddersfield,6.035
Abdelhamid Sabiri,Huddersfield,West Ham - Huddersfield,4.535
Abdoulaye Doucoure,Watford,Arsenal - Watford,6.529999999999999
Abdoulaye Doucoure,Watford,Bournemouth - Watford,7.035
Abdoulaye Doucoure,Watford,Burnley - Watford,5.825
Abdoulaye Doucoure,Watford,Chelsea - Watford,7.255
Abdoulaye Doucoure,Watford,Crystal Palace - Watford,6.73
Abdoulaye Doucoure,Watford,Everton - Watford,6.875
Abdoulaye Doucoure,Watford,Huddersfield - Watford,6.545
Abdoulaye Doucoure,Watford,Leicester - Watford,6.3100000000000005
Abdoulaye Doucoure,Watford,Liverpool - Watford,5.0600000000000005
Abdoulaye Doucoure,Watford,Manchester City - Watford,6.29
Abdoulaye Doucoure,Watford,Manchester United - Watford,6.345000000000001
Abdoulaye Doucoure,Watford,Newcastle United - Watford,7.09
Abdoulaye Doucoure,Watford,Southampton - Watford,7.4350000000000005
Abdoulaye Doucoure,Watford,Stoke - Watford,6.375
Abdoulaye Doucoure,Watford,Swansea - Watford,6.24
Abdoulaye Doucoure,Watford,Tottenham - Watford,6.359999999999999
Abdoulaye Doucoure,Watford,Watford - Arsenal,7.49
Abdoulaye Doucoure,Watford,Watford - Bournemouth,5.965
Abdoulaye Doucoure,Watford,Watford - Brighton,6.495
Abdoulaye Doucoure,Watford,Watford - Burnley,5.925
Abdoulaye Doucoure,Watford,Watford - Chelsea,8.17
Abdoulaye Doucoure,Watford,Watford - Crystal Palace,6.575
Abdoulaye Doucoure,Watford,Watford - Everton,6.77
Abdoulaye Doucoure,Watford,Watford - Huddersfield,7.395
Abdoulaye Doucoure,Watford,Watford - Leicester,6.835
Abdoulaye Doucoure,Watford,Watford - Liverpool,7.48
Abdoulaye Doucoure,Watford,Watford - Manchester City,4.205
Abdoulaye Doucoure,Watford,Watford - Manchester United,7.01
Abdoulaye Doucoure,Watford,Watford - Newcastle United,7.140000000000001
Abdoulaye Doucoure,Watford,Watford - Southampton,6.625
Abdoulaye Doucoure,Watford,Watford - Stoke,6.404999999999999
Abdoulaye Doucoure,Watford,Watford - Swansea,6.970000000000001
Abdoulaye Doucoure,Watford,Watford - Tottenham,7.595000000000001
Abdoulaye Doucoure,Watford,Watford - West Bromwich Albion,6.615
Abdoulaye Doucoure,Watford,Watford - West Ham,6.525
Abdoulaye Doucoure,Watford,West Bromwich Albion - Watford,7.64
Abdoulaye Doucoure,Watford,West Ham - Watford,5.91
Adam Lallana,Liverpool,Bournemouth - Liverpool,6.595000000000001
Adam Lallana,Liverpool,Burnley - Liverpool,7.07
Adam Lallana,Liverpool,Liverpool - Brighton,5.765000000000001
Adam Lallana,Liverpool,Liverpool - Chelsea,5.98
Adam Lallana,Liverpool,Liverpool - Manchester City,5.98
Adam Lallana,Liverpool,Liverpool - Newcastle United,6.029999999999999
Adam Lallana,Liverpool,Liverpool - Swansea,6.29
Adam Lallana,Liverpool,Liverpool - West Ham,5.99
Adam Lallana,Liverpool,Manchester United - Liverpool,5.55
Adam Lallana,Liverpool,Southampton - Liverpool,5.46
Adam Lallana,Liverpool,Swansea - Liverpool,5.615
Adam Smith,Bournemouth,Arsenal - Bournemouth,5.635
Adam Smith,Bournemouth,Bournemouth - Arsenal,8.15
Adam Smith,Bournemouth,Bournemouth - Brighton,6.48
Adam Smith,Bournemouth,Bournemouth - Chelsea,5.225
Adam Smith,Bournemouth,Bournemouth - Everton,7.154999999999999
Adam Smith,Bournemouth,Bournemouth - Huddersfield,6.4
Adam Smith,Bournemouth,Bournemouth - Leicester,7.37
Adam Smith,Bournemouth,Bournemouth - Liverpool,5.37
Adam Smith,Bournemouth,Bournemouth - Manchester City,6.465
Adam Smith,Bournemouth,Bournemouth - Newcastle United,7.41
Adam Smith,Bournemouth,Bournemouth - Southampton,6.9
Adam Smith,Bournemouth,Bournemouth - Tottenham,6.67
Adam Smith,Bournemouth,Bournemouth - Watford,6.34
Adam Smith,Bournemouth,Bournemouth - West Bromwich Albion,6.495
Adam Smith,Bournemouth,Bournemouth - West Ham,6.49
Adam Smith,Bournemouth,Brighton - Bournemouth,6.785
Adam Smith,Bournemouth,Everton - Bournemouth,6.23
Adam Smith,Bournemouth,Huddersfield - Bournemouth,6.125
Adam Smith,Bournemouth,Leicester - Bournemouth,6.21
Adam Smith,Bournemouth,Manchester City - Bournemouth,6.3149999999999995
Adam Smith,Bournemouth,Manchester United - Bournemouth,6.16
Adam Smith,Bournemouth,Newcastle United - Bournemouth,6.055
Adam Smith,Bournemouth,Stoke - Bournemouth,6.5649999999999995
Adam Smith,Bournemouth,Swansea - Bournemouth,6.6899999999999995
Adam Smith,Bournemouth,Tottenham - Bournemouth,6.18
Adam Smith,Bournemouth,West Bromwich Albion - Bournemouth,6.01
Adam Smith,Bournemouth,West Ham - Bournemouth,6.45
Ademola Lookman,Everton,Everton - Arsenal,5.484999999999999
Ademola Lookman,Everton,Everton - Huddersfield,6.07
Ademola Lookman,Everton,Everton - Swansea,5.62
Ademola Lookman,Everton,Everton - Watford,7.09
Ademola Lookman,Everton,Everton - West Ham,6.105
Ademola Lookman,Everton,Southampton - Everton,6.515000000000001
Adrian,West Ham,Bournemouth - West Ham,7.404999999999999
Adrian,West Ham,Brighton - West Ham,5.85
Adrian,West Ham,Huddersfield - West Ham,6.105
Adrian,West Ham,Leicester - West Ham,7.215
Adrian,West Ham,Liverpool - West Ham,5.96
Adrian,West Ham,Manchester City - West Ham,7.13
Adrian,West Ham,Swansea - West Ham,5.8
Adrian,West Ham,Tottenham - West Ham,7.295
Adrian,West Ham,West Ham - Arsenal,7.145
Adrian,West Ham,West Ham - Bournemouth,6.12
Adrian,West Ham,West Ham - Chelsea,7.640000000000001
Adrian,West Ham,West Ham - Crystal Palace,6.675
Adrian,West Ham,West Ham - Everton,7.25
Adrian,West Ham,West Ham - Manchester City,5.465
Adrian,West Ham,West Ham - Manchester United,7.365
Adrian,West Ham,West Ham - Newcastle United,5.705
Adrian,West Ham,West Ham - Watford,6.8100000000000005
Adrian,West Ham,West Ham - West Bromwich Albion,6.17
Adrian Mariappa,Watford,Arsenal - Watford,6.16
Adrian Mariappa,Watford,Burnley - Watford,6.13
Adrian Mariappa,Watford,Chelsea - Watford,5.66
Adrian Mariappa,Watford,Crystal Palace - Watford,6.55
Adrian Mariappa,Watford,Everton - Watford,6.6899999999999995
Adrian Mariappa,Watford,Huddersfield - Watford,7.095000000000001
Adrian Mariappa,Watford,Liverpool - Watford,5.02
Adrian Mariappa,Watford,Manchester United - Watford,6.535
Adrian Mariappa,Watford,Newcastle United - Watford,7.245
Adrian Mariappa,Watford,Southampton - Watford,6.795
Adrian Mariappa,Watford,Stoke - Watford,6.42
Adrian Mariappa,Watford,Swansea - Watford,6.57
Adrian Mariappa,Watford,Tottenham - Watford,5.805
Adrian Mariappa,Watford,Watford - Arsenal,7.195
Adrian Mariappa,Watford,Watford - Bournemouth,6.635
Adrian Mariappa,Watford,Watford - Burnley,5.785
Adrian Mariappa,Watford,Watford - Chelsea,7.075
Adrian Mariappa,Watford,Watford - Crystal Palace,6.425
Adrian Mariappa,Watford,Watford - Everton,7.23
Adrian Mariappa,Watford,Watford - Huddersfield,4.609999999999999
Adrian Mariappa,Watford,Watford - Manchester City,4.3100000000000005
Adrian Mariappa,Watford,Watford - Manchester United,5.85
Adrian Mariappa,Watford,Watford - Newcastle United,6.25
Adrian Mariappa,Watford,Watford - Tottenham,6.93
Adrian Mariappa,Watford,Watford - West Bromwich Albion,6.654999999999999
Adrian Mariappa,Watford,Watford - West Ham,6.62
Adrian Mariappa,Watford,West Bromwich Albion - Watford,6.4
Adrian Mariappa,Watford,West Ham - Watford,6.81
Adrien Silva,Leicester,Burnley - Leicester,6.52
Adrien Silva,Leicester,Crystal Palace - Leicester,6.045
Adrien Silva,Leicester,Leicester - Arsenal,7.109999999999999
Adrien Silva,Leicester,Leicester - Bournemouth,5.445
Adrien Silva,Leicester,Leicester - Huddersfield,6.32
Adrien Silva,Leicester,Leicester - Newcastle United,6.23
Adrien Silva,Leicester,Leicester - Southampton,5.945
Adrien Silva,Leicester,Leicester - Swansea,6.725
Adrien Silva,Leicester,Leicester - Watford,6.36
Adrien Silva,Leicester,Leicester - West Ham,6.755
Adrien Silva,Leicester,Manchester City - Leicester,6.44
Adrien Silva,Leicester,Tottenham - Leicester,6.0649999999999995
Ahmed Hegazi,West Bromwich Albion,Arsenal - West Bromwich Albion,6.470000000000001
Ahmed Hegazi,West Bromwich Albion,Bournemouth - West Bromwich Albion,6.470000000000001
Ahmed Hegazi,West Bromwich Albion,Brighton - West Bromwich Albion,5.54
Ahmed Hegazi,West Bromwich Albion,Burnley - West Bromwich Albion,7.775
Ahmed Hegazi,West Bromwich Albion,Chelsea - West Bromwich Albion,6.57
Ahmed Hegazi,West Bromwich Albion,Crystal Palace - West Bromwich Albion,5.71
Ahmed Hegazi,West Bromwich Albion,Everton - West Bromwich Albion,6.32
Ahmed Hegazi,West Bromwich Albion,Huddersfield - West Bromwich Albion,6.415
Ahmed Hegazi,West Bromwich Albion,Leicester - West Bromwich Albion,6.43
Ahmed Hegazi,West Bromwich Albion,Liverpool - West Bromwich Albion,7.665
Ahmed Hegazi,West Bromwich Albion,Manchester City - West Bromwich Albion,6.1850000000000005
Ahmed Hegazi,West Bromwich Albion,Manchester United - West Bromwich Albion,7.404999999999999
Ahmed Hegazi,West Bromwich Albion,Newcastle United - West Bromwich Albion,7.145
Ahmed Hegazi,West Bromwich Albion,Southampton - West Bromwich Albion,6.904999999999999
Ahmed Hegazi,West Bromwich Albion,Stoke - West Bromwich Albion,6.425
Ahmed Hegazi,West Bromwich Albion,Swansea - West Bromwich Albion,6.255
Ahmed Hegazi,West Bromwich Albion,Tottenham - West Bromwich Albion,7.355
Ahmed Hegazi,West Bromwich Albion,Watford - West Bromwich Albion,6.890000000000001
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Arsenal,6.765000000000001
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Bournemouth,8.925
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Brighton,7.26
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Burnley,5.975
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Chelsea,5.705
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Crystal Palace,7.59
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Everton,6.640000000000001
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Huddersfield,6.015000000000001
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Leicester,5.99
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Liverpool,6.154999999999999
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Manchester City,7.02
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Manchester United,6.505
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Newcastle United,7.195
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Southampton,6.495
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Stoke,4.904999999999999
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Swansea,7.08
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Tottenham,7.4
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - Watford,6.45
Ahmed Hegazi,West Bromwich Albion,West Bromwich Albion - West Ham,6.375
Ahmed Hegazi,West Bromwich Albion,West Ham - West Bromwich Albion,6.305
Ainsley Maitland-Niles,Arsenal,Arsenal - Chelsea,6.915
Ainsley Maitland-Niles,Arsenal,Arsenal - Crystal Palace,6.02
Ainsley Maitland-Niles,Arsenal,Arsenal - Liverpool,6.220000000000001
Ainsley Maitland-Niles,Arsenal,Arsenal - Newcastle United,6.73
Ainsley Maitland-Niles,Arsenal,Arsenal - Watford,7.18
Ainsley Maitland-Niles,Arsenal,Arsenal - West Ham,6.3149999999999995
Ainsley Maitland-Niles,Arsenal,Bournemouth - Arsenal,6.945
Ainsley Maitland-Niles,Arsenal,Crystal Palace - Arsenal,5.45
Ainsley Maitland-Niles,Arsenal,Huddersfield - Arsenal,5.965
Ainsley Maitland-Niles,Arsenal,Leicester - Arsenal,7.575
Ainsley Maitland-Niles,Arsenal,Manchester United - Arsenal,7.904999999999999
Ainsley Maitland-Niles,Arsenal,Newcastle United - Arsenal,5.5
Ainsley Maitland-Niles,Arsenal,West Bromwich Albion - Arsenal,6.21
Ainsley Maitland-Niles,Arsenal,West Ham - Arsenal,6.5600000000000005
Alberto Moreno,Liverpool,Chelsea - Liverpool,6.01
Alberto Moreno,Liverpool,Leicester - Liverpool,6.49
Alberto Moreno,Liverpool,Liverpool - Arsenal,7.43
Alberto Moreno,Liverpool,Liverpool - Chelsea,6.615
Alberto Moreno,Liverpool,Liverpool - Huddersfield,6.46
Alberto Moreno,Liverpool,Liverpool - Manchester United,7.175
Alberto Moreno,Liverpool,Liverpool - Southampton,7.02
Alberto Moreno,Liverpool,Liverpool - Stoke,6.495
Alberto Moreno,Liverpool,Liverpool - West Ham,6.08
Alberto Moreno,Liverpool,Manchester City - Liverpool,5.83
Alberto Moreno,Liverpool,Newcastle United - Liverpool,6.285
Alberto Moreno,Liverpool,Stoke - Liverpool,6.6899999999999995
Alberto Moreno,Liverpool,Tottenham - Liverpool,5.654999999999999
Alberto Moreno,Liverpool,Watford - Liverpool,6.654999999999999
Alberto Moreno,Liverpool,West Bromwich Albion - Liverpool,5.49
Alberto Moreno,Liverpool,West Ham - Liverpool,6.51
Aleksandar Dragovic,Leicester,Chelsea - Leicester,7.09
Aleksandar Dragovic,Leicester,Crystal Palace - Leicester,6.05
Aleksandar Dragovic,Leicester,Everton - Leicester,6.12
Aleksandar Dragovic,Leicester,Leicester - Huddersfield,6.415
Aleksandar Dragovic,Leicester,Leicester - Southampton,6.67
Aleksandar Dragovic,Leicester,Leicester - Swansea,6.285
Aleksandar Dragovic,Leicester,Leicester - Watford,7.27
Aleksandar Dragovic,Leicester,Leicester - West Ham,6.04
Aleksandar Dragovic,Leicester,Manchester City - Leicester,6.075
Aleksandar Dragovic,Leicester,Watford - Leicester,5.105
Aleksandar Mitrovic,Newcastle United,Manchester United - Newcastle United,5.555
Aleksandar Mitrovic,Newcastle United,Newcastle United - Crystal Palace,6.215
Aleksandar Mitrovic,Newcastle United,Newcastle United - Leicester,5.98
Aleksandar Mitrovic,Newcastle United,Newcastle United - Watford,6.255
Aleksandar Mitrovic,Newcastle United,Newcastle United - West Ham,7.275
Aleksandar Mitrovic,Newcastle United,West Bromwich Albion - Newcastle United,6.505
Alex Iwobi,Arsenal,Arsenal - Brighton,7.5
Alex Iwobi,Arsenal,Arsenal - Burnley,7.99
Alex Iwobi,Arsenal,Arsenal - Crystal Palace,7.605
Alex Iwobi,Arsenal,Arsenal - Everton,7.365
Alex Iwobi,Arsenal,Arsenal - Liverpool,6.015000000000001
Alex Iwobi,Arsenal,Arsenal - Manchester United,6.609999999999999
Alex Iwobi,Arsenal,Arsenal - Newcastle United,6.965
Alex Iwobi,Arsenal,Arsenal - Southampton,7.34
Alex Iwobi,Arsenal,Arsenal - Tottenham,6.1850000000000005
Alex Iwobi,Arsenal,Arsenal - Watford,6.175
Alex Iwobi,Arsenal,Arsenal - West Ham,6.195
Alex Iwobi,Arsenal,Bournemouth - Arsenal,6.465
Alex Iwobi,Arsenal,Brighton - Arsenal,5.3
Alex Iwobi,Arsenal,Burnley - Arsenal,5.8100000000000005
Alex Iwobi,Arsenal,Chelsea - Arsenal,6.65
Alex Iwobi,Arsenal,Huddersfield - Arsenal,6.2
Alex Iwobi,Arsenal,Leicester - Arsenal,6.970000000000001
Alex Iwobi,Arsenal,Manchester City - Arsenal,5.59
Alex Iwobi,Arsenal,Manchester United - Arsenal,6.325
Alex Iwobi,Arsenal,Newcastle United - Arsenal,6.4350000000000005
Alex Iwobi,Arsenal,Stoke - Arsenal,6.2
Alex Iwobi,Arsenal,Swansea - Arsenal,5.29
Alex Iwobi,Arsenal,Tottenham - Arsenal,5.605
Alex Iwobi,Arsenal,Watford - Arsenal,6.265000000000001
Alex Iwobi,Arsenal,West Bromwich Albion - Arsenal,5.875
Alex Iwobi,Arsenal,West Ham - Arsenal,6.154999999999999
Alex McCarthy,Southampton,Arsenal - Southampton,6.8149999999999995
Alex McCarthy,Southampton,Burnley - Southampton,6.77
Alex McCarthy,Southampton,Everton - Southampton,6.859999999999999
Alex McCarthy,Southampton,Leicester - Southampton,7.09
Alex McCarthy,Southampton,Manchester United - Southampton,6.425
Alex McCarthy,Southampton,Newcastle United - Southampton,5.79
Alex McCarthy,Southampton,Southampton - Bournemouth,7.92
Alex McCarthy,Southampton,Southampton - Brighton,6.645
Alex McCarthy,Southampton,Southampton - Chelsea,6.01
Alex McCarthy,Southampton,Southampton - Crystal Palace,6.0600000000000005
Alex McCarthy,Southampton,Southampton - Liverpool,6.0649999999999995
Alex McCarthy,Southampton,Southampton - Manchester City,6.49
Alex McCarthy,Southampton,Southampton - Stoke,6.625
Alex McCarthy,Southampton,Southampton - Tottenham,6.109999999999999
Alex McCarthy,Southampton,Swansea - Southampton,7.79
Alex McCarthy,Southampton,Watford - Southampton,6.715
Alex McCarthy,Southampton,West Bromwich Albion - Southampton,6.13
Alex McCarthy,Southampton,West Ham - Southampton,5.4350000000000005
Alex Oxlade-Chamberlain,Arsenal,Arsenal - Leicester,8.115
Alex Oxlade-Chamberlain,Arsenal,Liverpool - Arsenal,4.49
Alex Oxlade-Chamberlain,Arsenal,Stoke - Arsenal,7.105
Alex Oxlade-Chamberlain,Liverpool,Arsenal - Liverpool,6.04
Alex Oxlade-Chamberlain,Liverpool,Bournemouth - Liverpool,8.425
Alex Oxlade-Chamberlain,Liverpool,Brighton - Liverpool,6.145
Alex Oxlade-Chamberlain,Liverpool,Burnley - Liverpool,6.75
Alex Oxlade-Chamberlain,Liverpool,Crystal Palace - Liverpool,6.21
Alex Oxlade-Chamberlain,Liverpool,Leicester - Liverpool,6.055
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Bournemouth,8.235
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Burnley,6.035
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Chelsea,7.015
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Everton,6.195
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Huddersfield,6.3149999999999995
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Leicester,5.734999999999999
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Manchester City,8.316666666666666
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Manchester United,5.8
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Newcastle United,7.955
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Southampton,6.12
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Swansea,8.01
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Tottenham,5.470000000000001
Alex Oxlade-Chamberlain,Liverpool,Liverpool - Watford,6.305
Alex Oxlade-Chamberlain,Liverpool,Liverpool - West Bromwich Albion,5.609999999999999
Alex Oxlade-Chamberlain,Liverpool,Liverpool - West Ham,7.905
