Player,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,xG,npxG,SCA,GCA,match,score,team,team_goals,conceded_goals,win,tie,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Medium-Cmp,Medium-Att,Long-Cmp,Long-Att,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Tackles-Tkl,Tackles-TklW,Challenges-Tkl,Challenges-Att,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Clr,Err,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Take-Ons-Att,Take-Ons-Succ,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,Aerial Duels-Won,Aerial Duels-Lost,SoTA,GA,Saves,PSxG,Launched-Cmp,Launched-Att,Passes-Att (GK),Passes-Thr,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Sweeper-#OPA,Sweeper-AvgDist,puntaje_modelo,figura,puntaje,fecha
Maximiliano Romero,FW,74,0,0,0,0,0,0,0.0,0.0,1.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,117.0,20.0,6.0,8.0,3.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,7.0,10.0,4.0,2.0,0.0,10.0,62.0,12.0,3.0,0.0,1.0,0.0,1.0,12.0,4.0,0,0,0,1,1,0,0.0,0.0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.330145547176078,False,6.0,10
Tomás Molina,FW,16,0,0,0,0,1,0,0.0,0.0,0.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,27.0,17.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0,0,0,0,0,0.0,0.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02655969429736,False,6.0,10
Nicolás Oróz,W,83,0,0,0,0,3,1,0.1,0.1,7.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,1025.0,287.0,19.0,22.0,22.0,25.0,9.0,15.0,0.1,0.3,4.0,5.0,2.0,0.0,5.0,66.0,56.0,9.0,3.0,1.0,2.0,8,1.0,5.0,4.0,1,4.0,4.0,0.0,3.0,0.0,3.0,1,1.0,0.0,3.0,8.0,44.0,33.0,1.0,4.0,2.0,38.0,217.0,91.0,2.0,3.0,0.0,3.0,1.0,49.0,9.0,0,0,0,0,1,0,0.0,0.0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.843923517470728,False,7.0,10
Santiago Montiel,W,7,0,0,0,0,1,0,0.0,0.0,3.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,230.0,76.0,6.0,7.0,1.0,1.0,3.0,3.0,0.1,0.1,2.0,1.0,1.0,1.0,1.0,11.0,9.0,2.0,1.0,0.0,0.0,3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,6.0,10.0,2.0,0.0,0.0,8.0,73.0,62.0,2.0,1.0,0.0,0.0,2.0,9.0,2.0,0,0,0,0,1,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.965959399367314,False,6.0,10
Luciano Gondou,W,90,0,0,0,0,1,0,0.0,0.0,3.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,295.0,109.0,15.0,23.0,4.0,8.0,2.0,2.0,0.0,0.1,2.0,3.0,0.0,0.0,3.0,34.0,32.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,17.0,28.0,3.0,5.0,3.0,26.0,198.0,66.0,3.0,1.0,0.0,3.0,5.0,37.0,8.0,0,0,0,0,3,0,0.0,0.0,0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.124973363187849,False,6.0,10
Gastón Verón,AM,62,0,0,0,0,4,1,0.1,0.1,3.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,219.0,65.0,11.0,12.0,5.0,7.0,0.0,1.0,0.0,0.1,1.0,1.0,1.0,0.0,2.0,22.0,22.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,1.0,16.0,19.0,5.0,3.0,1.0,26.0,120.0,24.0,0.0,2.0,0.0,1.0,2.0,26.0,9.0,0,0,0,2,0,0,0.0,0.0,0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375133622645842,False,6.0,10
José Herrera,AM,28,0,0,0,0,1,0,0.0,0.0,1.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,140.0,0.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,5.0,2.0,13.0,85.0,12.0,1.0,0.0,2.0,2.0,3.0,17.0,8.0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.954260755279938,False,6.0,10
Ariel Gamarra,DM,90,0,0,0,0,1,1,0.0,0.0,6.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,1062.0,336.0,26.0,30.0,30.0,34.0,4.0,7.0,0.0,0.1,2.0,8.0,0.0,0.0,5.0,76.0,72.0,4.0,3.0,0.0,1.0,3,0.0,1.0,2.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,16.0,47.0,26.0,1.0,0.0,0.0,33.0,87.0,24.0,0.0,1.0,0.0,2.0,1.0,55.0,5.0,0,0,0,1,3,0,0.0,0.0,0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7303767421835285,False,8.0,10
Alan Lescano,DM,90,0,0,0,0,2,1,0.3,0.3,4.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,875.0,291.0,25.0,27.0,20.0,26.0,5.0,8.0,0.1,0.3,2.0,4.0,2.0,0.0,5.0,67.0,66.0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,3.0,1,0.0,0.0,0.0,5.0,38.0,38.0,5.0,1.0,1.0,47.0,269.0,134.0,4.0,1.0,0.0,4.0,1.0,59.0,8.0,0,0,0,1,0,1,0.0,0.0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.511116752658238,False,8.0,10
Sebastián Prieto,FB,90,0,0,0,0,5,1,0.1,0.1,4.0,0.0,Arg Juniors - Sarmiento,0–0,Arg Juniors,0,0,False,True,1400.0,308.0,26.0,30.0,42.0,51.0,8.0,15.0,0.1,0.1,2.0,9.0,1.0,0.0,12.0,100.0,84.0,16.0,0.0,0.0,0.0,2,15.0,1.0,0.0,0,0.0,0.0,0.0,2.0,0.0,2.0,1,1.0,0.0,2.0,16.0,56.0,38.0,2.0,1.0,1.0,55.0,336.0,172.0,4.0,3.0,0.0,0.0,0.0,70.0,8.0,0,0,0,0,0,1,0.0,0.0,0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.330651729357319,False,8.0,10
