Player,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,xG,npxG,SCA,GCA,match,score,team,team_goals,conceded_goals,win,tie,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Medium-Cmp,Medium-Att,Long-Cmp,Long-Att,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Tackles-Tkl,Tackles-TklW,Challenges-Tkl,Challenges-Att,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Clr,Err,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Take-Ons-Att,Take-Ons-Succ,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,PKwon,PKcon,OG,Recov,Aerial Duels-Won,Aerial Duels-Lost,SoTA,GA,Saves,PSxG,Launched-Cmp,Launched-Att,Passes-Att (GK),Passes-Thr,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Sweeper-#OPA,Sweeper-AvgDist,puntaje_modelo,figura,puntaje,fecha
Mauricio Asenjo,FW,89,0,0,0,0,0,0,0.0,0.0,1,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,83,30,4,6,2,4,0,0,0.0,0.1,1,3,0,0,2,16,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,14,9,3,2,1,12,64,30,1,0,1,3,1,16,2,1,0,0,3,5,1,0,0,0,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.672484957634708,False,5.0,2
Victorio Ramis,FW,1,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.909706679930022,False,6.0,2
Matías Reali,FW,90,0,0,0,0,1,0,0.0,0.0,2,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,110,7,0,2,5,7,0,0,0.2,0.2,1,0,0,0,0,9,7,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15,2,5,1,11,37,18,1,1,0,1,0,8,4,1,0,0,1,3,2,0,0,0,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.556780160482638,False,5.0,2
Ezequiel Ham,CM,69,0,0,0,0,1,0,0.0,0.0,1,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,552,176,6,8,14,14,4,7,0.0,0.0,0,3,1,0,5,33,28,5,3,0,1,2,1,0,0,0,0,2,2,2,0,2,1,2,0,2,6,21,13,0,0,0,24,137,75,1,1,0,0,1,21,1,0,0,0,1,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.054410042975405,False,6.0,2
Diego Tonetto,M,21,0,0,0,0,1,0,0.2,0.2,1,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,97,25,1,2,2,4,1,2,0.0,0.0,0,2,1,0,2,9,8,1,0,0,0,2,0,1,1,1,1,3,2,0,0,0,1,1,0,2,4,3,7,2,1,0,5,13,5,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047920433790319,False,6.0,2
Franco Romero,CM,90,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,429,135,12,18,5,8,5,6,0.0,0.0,0,5,0,0,6,35,32,1,1,0,1,0,0,0,2,2,0,3,3,3,2,1,2,6,0,5,16,28,4,0,0,0,16,21,11,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.770062024253397,False,7.0,2
Lautaro Ríos,CM,69,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,127,39,7,9,2,3,0,2,0.0,0.0,0,1,0,0,1,14,14,0,0,0,0,0,0,0,2,1,1,2,1,2,0,2,0,3,0,3,9,12,10,0,2,0,10,52,4,0,0,0,1,2,9,2,0,0,0,3,0,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.959494173264388,False,6.0,2
Gastón Gil Romero,M,21,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,19,0,2,3,0,0,0,0,0.0,0.0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,5,1,4,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.085223975793403,False,6.0,2
Tobías Ostchega,FB,90,0,0,0,0,0,0,0.0,0.0,0,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,181,50,8,11,5,9,0,2,0.0,0.0,0,2,0,0,2,25,17,8,0,0,0,0,8,0,3,2,2,2,0,2,0,2,0,4,0,1,14,10,15,2,5,2,13,42,19,0,0,0,3,2,15,4,0,0,0,0,2,1,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.456158558355597,False,8.0,2
Tiago Palacios,CB,90,0,0,0,0,1,0,0.0,0.0,0,0,Independiente Rivadavia - Godoy Cruz,0–0,Independiente Rivadavia,0,0,False,True,474,245,4,6,6,6,5,15,0.0,0.0,0,2,0,0,2,27,25,2,2,0,2,0,0,0,2,2,1,1,0,0,0,0,1,6,0,5,23,13,2,1,1,1,18,87,58,0,0,0,1,1,17,0,0,0,0,0,1,0,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.717649838387934,False,9.0,2
